Name,PlayerId,AVG_cur,OBP_cur,SLG_cur,K_pct_cur,BB_pct_cur,Barrel_pct_cur,BABIP_cur,wOBA_cur,xwOBA_cur,xwOBA_wOBA_gap_cur,PA_cur,Age,mlbamid,AVG_l3,OBP_l3,SLG_l3,K_pct_l3,BB_pct_l3,Barrel_pct_l3,BABIP_l3,wOBA_l3,xwOBA_l3,xwOBA_wOBA_gap_l3,PA_l3,AVG_diff,OBP_diff,SLG_diff,K_pct_diff,BB_pct_diff,Barrel_pct_diff,BABIP_diff,wOBA_diff,xwOBA_diff,xwOBA_wOBA_gap_diff,player_type,AVG_lg_adj_diff,OBP_lg_adj_diff,SLG_lg_adj_diff,K_pct_lg_adj_diff,BB_pct_lg_adj_diff,Barrel_pct_lg_adj_diff,BABIP_lg_adj_diff,wOBA_lg_adj_diff,xwOBA_lg_adj_diff,xwOBA_wOBA_gap_lg_adj_diff
Giancarlo Stanton,4949,0.256,0.302,0.422,30.208,6.25,9.375,0.345,0.318,0.32,0.003,96,36,519317,0.245,0.318,0.52,32.312,9.384,11.886,0.294,0.354,0.35,-0.005,1155,0.011,-0.016,-0.097,-2.103,-3.134,-2.511,0.051,-0.036,-0.029,0.007,hitter,0.013,-0.021,-0.092,-1.727,-3.922,-2.284,0.054,-0.041,-0.034,0.008
Gleyber Torres,16997,0.28,0.395,0.395,17.368,15.263,5.263,0.328,0.356,0.343,-0.013,190,29,650402,0.258,0.347,0.392,17.41,11.831,5.287,0.292,0.327,0.344,0.017,1965,0.022,0.047,0.003,-0.042,3.433,-0.024,0.036,0.029,-0.001,-0.031,hitter,0.024,0.043,0.009,0.334,2.644,0.203,0.039,0.025,-0.005,-0.03
Graham Pauley,31363,0.165,0.211,0.271,24.176,5.495,2.198,0.21,0.216,0.182,-0.033,91,25,688363,0.213,0.294,0.361,22.146,10.335,3.74,0.253,0.289,0.291,0.002,216,-0.048,-0.083,-0.09,2.03,-4.84,-1.542,-0.044,-0.073,-0.108,-0.035,hitter,-0.046,-0.087,-0.084,2.406,-5.629,-1.316,-0.041,-0.078,-0.113,-0.035
Greg Jones,25448,0.095,0.095,0.095,40.909,0,0,0.167,0.085,0.175,0.09,22,28,675659,0.12,0.214,0.48,78.571,10.714,10.714,NA,0.293,0.291,-0.003,8,-0.025,-0.119,-0.385,-37.662,-10.714,-10.714,NA,-0.208,-0.116,0.093,hitter,-0.023,-0.124,-0.379,-37.286,-11.503,-10.487,NA,-0.213,-0.12,0.093
Griffin Conine,21626,0.273,0.36,0.591,24,8,16,0.286,0.408,0.503,0.095,25,28,665052,0.259,0.319,0.431,29.986,7.604,7.461,0.356,0.325,0.295,-0.03,175,0.014,0.041,0.16,-5.986,0.396,8.539,-0.07,0.083,0.208,0.125,hitter,0.016,0.037,0.166,-5.61,-0.392,8.766,-0.067,0.078,0.204,0.126
Gunnar Henderson,26289,0.224,0.293,0.413,24.251,7.784,5.689,0.258,0.311,0.311,0,334,25,683002,0.274,0.352,0.476,21.893,9.944,6.546,0.324,0.355,0.353,-0.002,1992,-0.05,-0.058,-0.063,2.359,-2.159,-0.858,-0.065,-0.044,-0.042,0.002,hitter,-0.048,-0.063,-0.057,2.735,-2.948,-0.631,-0.062,-0.049,-0.046,0.003
Ha-Seong Kim,27506,0.089,0.177,0.089,22.581,9.677,1.613,0.119,0.14,0.215,0.075,62,30,673490,0.239,0.326,0.367,18.388,11,3.377,0.273,0.306,0.308,0.001,1287,-0.15,-0.149,-0.278,4.192,-1.322,-1.764,-0.154,-0.167,-0.093,0.074,hitter,-0.148,-0.153,-0.272,4.568,-2.111,-1.537,-0.151,-0.171,-0.097,0.074
Hao-Yu  Lee,30080,0.239,0.271,0.37,26.042,4.167,7.292,0.308,0.281,0.285,0.004,96,23,701678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bader,18030,0.17,0.198,0.358,30.631,3.604,5.405,0.191,0.24,0.272,0.033,111,32,664056,0.26,0.321,0.416,24.615,6.611,5.625,0.321,0.321,0.295,-0.026,1282,-0.09,-0.123,-0.057,6.015,-3.007,-0.22,-0.13,-0.081,-0.023,0.058,hitter,-0.088,-0.128,-0.052,6.391,-3.795,0.007,-0.127,-0.086,-0.027,0.059
Hayden Senger,21489,0.133,0.133,0.333,23.529,0,0,0.1,0.197,0.181,-0.016,17,29,663584,0.181,0.221,0.194,28.205,3.846,2.564,0.255,0.19,0.259,0.069,78,-0.047,-0.087,0.139,-4.676,-3.846,-2.564,-0.155,0.007,-0.078,-0.084,hitter,-0.045,-0.092,0.145,-4.3,-4.635,-2.337,-0.152,0.002,-0.082,-0.084
Heliot Ramos,22515,0.267,0.307,0.424,26.705,5.682,9.091,0.348,0.317,0.326,0.009,176,26,671218,0.26,0.325,0.42,23.875,7.369,7.074,0.314,0.324,0.325,0.001,1273,0.007,-0.018,0.004,2.83,-1.687,2.017,0.034,-0.007,0.001,0.007,hitter,0.009,-0.023,0.01,3.205,-2.475,2.244,0.037,-0.012,-0.004,0.008
Henry Bolte,31448,0.312,0.385,0.396,29.358,6.422,1.835,0.453,0.352,0.282,-0.07,109,22,703607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Henry Davis,29617,0.135,0.236,0.278,21.379,9.655,7.586,0.132,0.237,0.292,0.055,145,26,680779,0.169,0.244,0.275,28.684,7.564,6.139,0.217,0.234,0.281,0.047,660,-0.034,-0.008,0.002,-7.304,2.091,1.447,-0.085,0.003,0.011,0.008,hitter,-0.031,-0.012,0.008,-6.928,1.303,1.674,-0.082,-0.001,0.007,0.008
Heriberto Hernandez,24878,0.23,0.299,0.381,25.325,8.442,5.844,0.274,0.302,0.362,0.059,154,26,681715,0.266,0.347,0.438,26.19,10.544,6.803,0.335,0.341,0.334,-0.007,294,-0.035,-0.048,-0.056,-0.866,-2.103,-0.959,-0.062,-0.039,0.028,0.067,hitter,-0.033,-0.053,-0.05,-0.49,-2.891,-0.732,-0.059,-0.044,0.023,0.067
Hunter Feduccia,23372,0.25,0.33,0.312,30.108,9.677,3.226,0.365,0.295,0.305,0.01,93,29,676439,0.162,0.279,0.214,26.631,14.286,4.409,0.23,0.235,0.275,0.04,119,0.088,0.051,0.098,3.476,-4.608,-1.183,0.136,0.06,0.03,-0.03,hitter,0.09,0.046,0.104,3.852,-5.397,-0.957,0.139,0.055,0.026,-0.03
Hunter Goodman,29715,0.251,0.323,0.529,33.333,8.333,9.028,0.312,0.364,0.327,-0.037,288,26,696100,0.26,0.304,0.498,26.784,5.324,8.562,0.306,0.341,0.314,-0.027,880,-0.009,0.019,0.031,6.55,3.01,0.466,0.006,0.023,0.013,-0.01,hitter,-0.007,0.014,0.036,6.926,2.221,0.693,0.009,0.018,0.009,-0.01
Hyeseong Kim,35322,0.259,0.323,0.328,23.664,9.16,2.29,0.337,0.294,0.304,0.01,131,27,808975,0.28,0.314,0.385,30.588,4.118,1.765,0.396,0.306,0.251,-0.055,170,-0.021,0.009,-0.058,-6.924,5.043,0.525,-0.059,-0.012,0.054,0.065,hitter,-0.019,0.005,-0.052,-6.548,4.254,0.752,-0.056,-0.016,0.049,0.066
Ian Happ,17919,0.22,0.33,0.466,31.715,13.269,7.767,0.278,0.345,0.331,-0.014,309,31,664023,0.243,0.344,0.428,23.624,12.95,6.692,0.292,0.337,0.351,0.013,2011,-0.023,-0.014,0.038,8.091,0.319,1.075,-0.014,0.008,-0.02,-0.028,hitter,-0.021,-0.019,0.043,8.467,-0.469,1.302,-0.011,0.003,-0.024,-0.027
Ildemaro Vargas,13324,0.263,0.299,0.412,9.465,4.115,3.292,0.266,0.308,0.31,0.002,243,34,545121,0.255,0.295,0.347,10.444,4.778,1.944,0.273,0.282,0.286,0.005,710,0.008,0.003,0.066,-0.979,-0.663,1.348,-0.007,0.027,0.023,-0.003,hitter,0.01,-0.001,0.071,-0.603,-1.451,1.575,-0.004,0.022,0.019,-0.003
Isaac Collins,25477,0.215,0.335,0.3,25.311,13.278,4.149,0.29,0.297,0.304,0.007,241,28,686555,0.26,0.364,0.403,21.883,12.865,3.095,0.325,0.34,0.318,-0.022,460,-0.045,-0.029,-0.103,3.428,0.413,1.055,-0.036,-0.043,-0.013,0.029,hitter,-0.042,-0.034,-0.098,3.804,-0.375,1.282,-0.033,-0.048,-0.018,0.03
Isaac Paredes,20036,0.233,0.343,0.412,16.961,10.601,4.594,0.25,0.338,0.326,-0.012,283,27,670623,0.247,0.349,0.435,17.058,11.443,3.8,0.263,0.343,0.313,-0.031,1650,-0.014,-0.007,-0.023,-0.097,-0.843,0.793,-0.013,-0.005,0.014,0.019,hitter,-0.011,-0.011,-0.017,0.279,-1.631,1.02,-0.01,-0.01,0.009,0.02
Isiah Kiner-Falefa,16512,0.272,0.331,0.333,14.4,8,2.4,0.316,0.301,0.315,0.013,125,31,643396,0.263,0.301,0.35,16.626,3.885,1.448,0.31,0.287,0.272,-0.014,1316,0.009,0.029,-0.017,-2.226,4.115,0.952,0.006,0.015,0.042,0.028,hitter,0.011,0.025,-0.011,-1.85,3.326,1.179,0.009,0.01,0.038,0.028
Ivan Herrera,20599,0.261,0.396,0.421,15.48,13.003,4.644,0.289,0.366,0.369,0.004,323,26,671056,0.288,0.374,0.453,19.15,9.575,7.141,0.331,0.361,0.369,0.008,755,-0.028,0.023,-0.032,-3.67,3.428,-2.497,-0.041,0.005,0,-0.005,hitter,-0.026,0.018,-0.026,-3.294,2.64,-2.27,-0.038,0,-0.004,-0.004
J.C. Escarra,20084,0.195,0.25,0.286,21.429,7.143,2.381,0.25,0.24,0.259,0.018,84,31,641555,0.202,0.296,0.333,14.286,11.224,4.082,0.214,0.28,0.3,0.02,98,-0.008,-0.046,-0.048,7.143,-4.082,-1.701,0.036,-0.04,-0.042,-0.001,hitter,-0.005,-0.051,-0.042,7.519,-4.87,-1.474,0.039,-0.045,-0.046,-0.001
J.P. Crawford,15491,0.231,0.363,0.41,18.565,15.19,5.907,0.246,0.349,0.361,0.012,237,31,641487,0.249,0.343,0.366,19.787,11.785,3.554,0.3,0.317,0.325,0.008,1743,-0.018,0.02,0.045,-1.222,3.405,2.353,-0.054,0.032,0.036,0.004,hitter,-0.016,0.015,0.05,-0.846,2.617,2.58,-0.051,0.027,0.032,0.004
J.T. Realmuto,11739,0.206,0.286,0.321,20,7.568,3.784,0.234,0.277,0.328,0.052,185,35,592663,0.259,0.316,0.405,24.045,6.425,6.447,0.322,0.314,0.325,0.011,1503,-0.053,-0.03,-0.083,-4.045,1.142,-2.664,-0.088,-0.037,0.004,0.041,hitter,-0.051,-0.035,-0.078,-3.669,0.354,-2.437,-0.085,-0.042,-0.001,0.041
JJ Bleday,26368,0.268,0.37,0.579,17.708,13.542,7.812,0.263,0.404,0.39,-0.014,192,28,668709,0.226,0.31,0.417,22.841,10.712,5.267,0.264,0.315,0.297,-0.018,1289,0.042,0.06,0.163,-5.133,2.83,2.545,-0.001,0.089,0.093,0.004,hitter,0.045,0.055,0.168,-4.757,2.042,2.772,0.002,0.084,0.088,0.004
JJ Wetherholt,34985,0.259,0.362,0.402,16.447,10.855,5.263,0.284,0.342,0.353,0.011,304,23,802139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jac Caglianone,35041,0.269,0.344,0.436,30.04,8.696,8.696,0.371,0.345,0.357,0.012,253,23,695506,0.157,0.237,0.295,22.414,7.759,8.19,0.172,0.239,0.321,0.082,232,0.112,0.107,0.141,7.626,0.937,0.506,0.198,0.106,0.035,-0.071,hitter,0.114,0.102,0.147,8.002,0.149,0.733,0.201,0.102,0.031,-0.07
Jace Jung,31437,0.167,0.375,0.167,12.5,25,0,0.2,0.287,0.392,0.105,8,25,690291,0.174,0.3,0.206,29.982,14.363,1.975,0.269,0.245,0.267,0.022,149,-0.007,0.075,-0.039,-17.482,10.637,-1.975,-0.069,0.042,0.125,0.084,hitter,-0.005,0.071,-0.033,-17.106,9.849,-1.748,-0.066,0.037,0.121,0.084
Jackson Chourio,28806,0.316,0.367,0.561,24.26,7.692,10.651,0.377,0.4,0.359,-0.04,169,22,694192,0.271,0.315,0.463,20.755,5.725,6.561,0.312,0.332,0.315,-0.018,1162,0.045,0.052,0.098,3.506,1.968,4.09,0.065,0.067,0.045,-0.023,hitter,0.047,0.047,0.104,3.882,1.179,4.317,0.068,0.063,0.04,-0.022
Jackson Holliday,31781,0.189,0.271,0.351,30.588,10.588,8.235,0.234,0.275,0.329,0.054,85,22,702616,0.234,0.305,0.365,23.443,8.4,5.299,0.287,0.296,0.304,0.009,857,-0.045,-0.034,-0.014,7.145,2.188,2.937,-0.053,-0.02,0.025,0.045,hitter,-0.042,-0.039,-0.008,7.521,1.4,3.164,-0.05,-0.025,0.02,0.046
Jackson Merrill,29490,0.205,0.272,0.342,23.875,7.958,6.92,0.251,0.272,0.314,0.042,289,23,701538,0.276,0.321,0.475,20.1,6.009,8.965,0.314,0.34,0.356,0.016,1076,-0.071,-0.049,-0.133,3.775,1.95,-2.045,-0.063,-0.068,-0.042,0.026,hitter,-0.069,-0.054,-0.127,4.151,1.161,-1.818,-0.06,-0.073,-0.047,0.026
Jacob Gonzalez,33225,0.205,0.311,0.282,31.111,11.111,2.222,0.292,0.279,0.3,0.021,45,24,694378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacob Wilson,33266,0.282,0.308,0.384,11.828,3.763,1.613,0.307,0.305,0.266,-0.04,186,24,805779,0.305,0.351,0.431,7.695,5.438,1.71,0.313,0.341,0.302,-0.038,626,-0.022,-0.043,-0.047,4.133,-1.674,-0.097,-0.006,-0.036,-0.037,-0.001,hitter,-0.02,-0.047,-0.041,4.509,-2.463,0.13,-0.003,-0.04,-0.041,-0.001
Jacob Young,29931,0.235,0.285,0.394,18.93,4.938,4.938,0.262,0.299,0.306,0.007,243,26,696285,0.243,0.306,0.309,18.636,6.707,1.227,0.301,0.276,0.291,0.015,1006,-0.009,-0.021,0.085,0.294,-1.768,3.711,-0.039,0.023,0.015,-0.008,hitter,-0.007,-0.025,0.091,0.67,-2.557,3.938,-0.036,0.018,0.01,-0.008
Jahmai Jones,18872,0.129,0.213,0.224,30.851,9.574,5.319,0.167,0.204,0.307,0.102,94,28,663330,0.278,0.373,0.52,23.614,10.754,7.982,0.338,0.382,0.376,-0.006,208,-0.148,-0.16,-0.296,7.237,-1.179,-2.663,-0.171,-0.177,-0.069,0.108,hitter,-0.146,-0.165,-0.291,7.613,-1.968,-2.436,-0.168,-0.182,-0.074,0.108
Jake Bauers,15194,0.274,0.374,0.514,23.577,12.602,8.537,0.319,0.384,0.364,-0.02,246,30,641343,0.215,0.322,0.384,31,12.667,7.083,0.29,0.312,0.33,0.018,836,0.058,0.052,0.13,-7.423,-0.065,1.453,0.029,0.072,0.034,-0.038,hitter,0.061,0.047,0.136,-7.047,-0.853,1.68,0.032,0.067,0.029,-0.038
Jake Burger,22275,0.247,0.303,0.433,26.481,7.317,6.272,0.299,0.322,0.305,-0.017,287,30,669394,0.244,0.287,0.448,25.595,4.45,9.31,0.281,0.315,0.335,0.02,1495,0.003,0.016,-0.015,0.885,2.867,-3.038,0.018,0.007,-0.03,-0.037,hitter,0.006,0.011,-0.009,1.261,2.078,-2.811,0.021,0.003,-0.034,-0.037
Jake Cronenworth,18036,0.144,0.272,0.196,20.175,12.281,3.509,0.178,0.232,0.304,0.072,114,32,630105,0.242,0.344,0.382,19.467,11.333,4.423,0.285,0.323,0.324,0.001,1693,-0.098,-0.072,-0.186,0.709,0.948,-0.914,-0.107,-0.091,-0.02,0.071,hitter,-0.096,-0.077,-0.181,1.084,0.16,-0.687,-0.104,-0.096,-0.024,0.072
Jake Fraley,19260,0.232,0.3,0.39,27.778,8.889,5.556,0.309,0.306,0.28,-0.026,90,31,641584,0.259,0.332,0.393,20.146,9.192,2.987,0.31,0.318,0.304,-0.014,979,-0.028,-0.032,-0.002,7.632,-0.303,2.568,-0.001,-0.012,-0.024,-0.012,hitter,-0.025,-0.037,0.003,8.008,-1.091,2.795,0.002,-0.017,-0.028,-0.011
Jake Mangum,26202,0.299,0.35,0.354,16.564,6.135,0.613,0.358,0.315,0.286,-0.029,163,30,663968,0.296,0.33,0.368,14.953,4.439,2.103,0.345,0.307,0.276,-0.031,428,0.003,0.02,-0.014,1.611,1.696,-1.489,0.013,0.008,0.01,0.002,hitter,0.005,0.015,-0.008,1.987,0.907,-1.262,0.016,0.003,0.006,0.003
Jake McCarthy,21622,0.29,0.332,0.448,19.802,5.941,3.96,0.345,0.339,0.312,-0.026,202,28,664983,0.249,0.307,0.371,17.062,5.814,2.752,0.289,0.297,0.3,0.003,1029,0.041,0.025,0.077,2.74,0.127,1.208,0.056,0.042,0.013,-0.029,hitter,0.043,0.02,0.083,3.116,-0.661,1.435,0.059,0.037,0.008,-0.029
Jake Meyers,20308,0.22,0.277,0.339,19.328,6.723,5.042,0.25,0.276,0.257,-0.018,119,30,676694,0.256,0.321,0.369,20.449,7.556,4.122,0.312,0.305,0.313,0.008,1235,-0.036,-0.044,-0.029,-1.121,-0.833,0.92,-0.062,-0.029,-0.055,-0.026,hitter,-0.034,-0.048,-0.023,-0.745,-1.622,1.147,-0.059,-0.034,-0.06,-0.025
Jake Rogers,19452,0.155,0.239,0.276,30.882,8.824,5.882,0.211,0.233,0.253,0.02,68,31,668670,0.198,0.268,0.362,29.243,8.102,6.184,0.25,0.275,0.293,0.019,844,-0.043,-0.029,-0.086,1.64,0.722,-0.302,-0.04,-0.042,-0.04,0.002,hitter,-0.04,-0.034,-0.08,2.016,-0.067,-0.075,-0.037,-0.046,-0.045,0.002
Jakob Marsee,31370,0.202,0.328,0.298,23.569,13.468,2.02,0.267,0.293,0.305,0.012,297,25,805300,0.292,0.363,0.478,20.513,9.402,5.556,0.357,0.363,0.347,-0.016,234,-0.09,-0.036,-0.18,3.056,4.066,-3.535,-0.09,-0.07,-0.042,0.028,hitter,-0.088,-0.04,-0.174,3.432,3.278,-3.309,-0.087,-0.075,-0.046,0.028
James McCann,12859,0.203,0.217,0.254,27.419,1.613,4.839,0.286,0.209,0.208,-0.002,62,36,543510,0.243,0.297,0.404,24.224,5.466,5.466,0.29,0.304,0.314,0.01,596,-0.04,-0.08,-0.15,3.196,-3.853,-0.627,-0.004,-0.095,-0.106,-0.011,hitter,-0.038,-0.084,-0.144,3.572,-4.641,-0.4,-0.001,-0.1,-0.11,-0.011
James Outman,24770,0.151,0.225,0.274,43.75,7.5,1.25,0.27,0.227,0.217,-0.01,80,29,681546,0.173,0.27,0.342,37.239,9.915,5.972,0.244,0.273,0.289,0.016,871,-0.022,-0.045,-0.068,6.511,-2.415,-4.722,0.026,-0.046,-0.072,-0.026,hitter,-0.02,-0.05,-0.062,6.887,-3.204,-4.495,0.029,-0.051,-0.076,-0.026
James Wood,29518,0.281,0.412,0.555,28.986,17.101,12.754,0.364,0.413,0.433,0.02,345,23,695578,0.258,0.351,0.464,31.35,12.172,8.376,0.353,0.35,0.358,0.007,1025,0.023,0.061,0.091,-2.364,4.93,4.377,0.011,0.063,0.075,0.013,hitter,0.026,0.056,0.097,-1.988,4.141,4.604,0.014,0.058,0.071,0.013
Jared Oliva,19968,0.143,0.143,0.143,14.286,0,0,0.167,0.128,0.308,0.18,7,30,666931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Triolo,25807,0.221,0.291,0.254,26.471,8.088,0.735,0.314,0.254,0.261,0.006,136,28,669707,0.227,0.31,0.343,23.256,10.067,3.852,0.284,0.291,0.303,0.012,1031,-0.005,-0.019,-0.089,3.214,-1.979,-3.116,0.03,-0.037,-0.042,-0.006,hitter,-0.003,-0.023,-0.083,3.59,-2.767,-2.89,0.033,-0.041,-0.047,-0.005
Jared Young,20404,0.244,0.308,0.439,20.879,7.692,8.791,0.267,0.326,0.344,0.018,91,30,676724,0.186,0.238,0.484,32.979,4.61,8.156,0.176,0.301,0.292,-0.009,94,0.058,0.07,-0.045,-12.1,3.082,0.635,0.091,0.025,0.051,0.027,hitter,0.06,0.065,-0.04,-11.724,2.294,0.862,0.094,0.02,0.047,0.027
Jarred Kelenic,22558,0.226,0.305,0.321,33.898,10.169,13.559,0.344,0.286,0.368,0.083,59,26,672284,0.225,0.285,0.384,30.939,7.759,6.322,0.301,0.29,0.307,0.017,930,0.002,0.02,-0.063,2.96,2.411,7.237,0.043,-0.005,0.061,0.065,hitter,0.004,0.015,-0.057,3.336,1.622,7.464,0.046,-0.01,0.056,0.066
Jarren Duran,24617,0.214,0.27,0.398,29.412,6.228,6.92,0.263,0.292,0.293,0.001,289,29,680776,0.269,0.337,0.463,23.4,8.037,6.185,0.337,0.344,0.33,-0.014,1793,-0.055,-0.067,-0.064,6.012,-1.809,0.736,-0.074,-0.052,-0.037,0.015,hitter,-0.053,-0.071,-0.059,6.388,-2.597,0.962,-0.071,-0.056,-0.041,0.015
Jase Bowen,26047,0.12,0.154,0.12,42.308,3.846,3.846,0.214,0.13,0.197,0.067,26,25,687749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jasson Dominguez,28080,0.211,0.268,0.447,14.634,4.878,0,0.2,0.311,0.31,-0.001,41,23,691176,0.251,0.329,0.386,26.902,10.088,4.666,0.329,0.315,0.307,-0.007,529,-0.04,-0.061,0.061,-12.268,-5.21,-4.666,-0.129,-0.004,0.002,0.006,hitter,-0.038,-0.065,0.067,-11.892,-5.999,-4.439,-0.126,-0.009,-0.002,0.007
Javier Baez,12979,0.256,0.28,0.397,19.512,2.439,2.439,0.295,0.295,0.294,-0.001,82,33,595879,0.234,0.265,0.362,24.368,3.056,4.251,0.287,0.272,0.27,-0.001,1273,0.022,0.015,0.035,-4.856,-0.617,-1.812,0.008,0.023,0.023,0,hitter,0.025,0.011,0.041,-4.48,-1.406,-1.585,0.011,0.019,0.019,0
Javier Sanoja,28253,0.248,0.297,0.354,11.561,6.358,1.156,0.273,0.29,0.264,-0.026,173,23,691594,0.242,0.285,0.389,11.936,5.391,1.375,0.259,0.291,0.278,-0.013,378,0.007,0.012,-0.035,-0.375,0.968,-0.219,0.014,-0.001,-0.014,-0.013,hitter,0.009,0.007,-0.029,0,0.179,0.008,0.017,-0.006,-0.018,-0.013
Jazz Chisholm Jr.,20454,0.23,0.319,0.398,28.315,11.47,4.659,0.297,0.318,0.302,-0.017,279,28,665862,0.248,0.327,0.461,26.811,9.692,7.937,0.296,0.339,0.331,-0.008,1535,-0.019,-0.008,-0.064,1.505,1.778,-3.278,0.001,-0.02,-0.029,-0.009,hitter,-0.017,-0.012,-0.058,1.881,0.989,-3.051,0.004,-0.025,-0.034,-0.008
Jeferson Quero,28272,0,0.5,0,0,50,0,0,0.35,0.496,0.146,2,23,691620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeff McNeil,15362,0.236,0.308,0.321,13.866,8.403,0.84,0.264,0.284,0.305,0.021,238,34,643446,0.246,0.326,0.397,12.437,8.893,2.972,0.26,0.316,0.311,-0.005,1582,-0.01,-0.018,-0.076,1.428,-0.49,-2.132,0.004,-0.032,-0.006,0.026,hitter,-0.008,-0.022,-0.071,1.804,-1.279,-1.905,0.007,-0.036,-0.01,0.026
Jeimer Candelario,13621,0.111,0.2,0.222,40,5,0,0.2,0.198,0.218,0.02,20,32,600869,0.21,0.277,0.399,25.372,7.397,5.289,0.245,0.292,0.276,-0.016,1130,-0.099,-0.077,-0.177,14.628,-2.397,-5.289,-0.045,-0.094,-0.059,0.035,hitter,-0.097,-0.082,-0.171,15.004,-3.185,-5.062,-0.042,-0.098,-0.063,0.036
Jerar Encarnacion,21871,0.176,0.2,0.206,22.857,2.857,5.714,0.231,0.184,0.21,0.026,35,28,666464,0.226,0.25,0.397,27.786,3.14,7.221,0.275,0.277,0.326,0.048,175,-0.05,-0.05,-0.192,-4.929,-0.283,-1.507,-0.044,-0.093,-0.115,-0.022,hitter,-0.048,-0.054,-0.186,-4.553,-1.071,-1.28,-0.041,-0.098,-0.12,-0.022
Jeremiah Jackson,22239,0.257,0.275,0.417,20.33,2.198,6.044,0.286,0.3,0.294,-0.006,182,26,669236,0.276,0.328,0.447,27.322,6.011,4.918,0.365,0.336,0.295,-0.04,183,-0.019,-0.053,-0.03,-6.993,-3.813,1.126,-0.08,-0.036,-0.001,0.035,hitter,-0.017,-0.058,-0.024,-6.617,-4.602,1.353,-0.077,-0.041,-0.006,0.035
Jeremy Pena,21636,0.273,0.34,0.392,14.465,7.547,3.145,0.305,0.327,0.356,0.029,159,28,665161,0.285,0.338,0.434,17.494,5.529,4.982,0.326,0.335,0.322,-0.013,1827,-0.012,0.001,-0.043,-3.028,2.018,-1.837,-0.021,-0.009,0.034,0.042,hitter,-0.01,-0.003,-0.037,-2.652,1.229,-1.611,-0.018,-0.013,0.029,0.043
Jesus Rodriguez,26991,0.231,0.302,0.385,11.628,6.977,2.326,0.219,0.307,0.32,0.013,43,24,683679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jesus Sanchez,19913,0.287,0.325,0.462,21.226,4.245,8.491,0.333,0.339,0.346,0.006,212,28,660821,0.244,0.309,0.408,23.944,8.248,7.781,0.297,0.312,0.333,0.021,1436,0.043,0.016,0.054,-2.718,-4.003,0.709,0.036,0.028,0.013,-0.015,hitter,0.046,0.012,0.06,-2.342,-4.791,0.936,0.039,0.023,0.009,-0.015
Jhonny Pereda,19802,0.27,0.324,0.365,16.176,5.882,2.941,0.3,0.31,0.346,0.036,68,30,640902,0.242,0.307,0.307,26.471,7.843,2.549,0.343,0.277,0.252,-0.025,118,0.027,0.017,0.058,-10.294,-1.961,0.392,-0.043,0.033,0.094,0.061,hitter,0.03,0.012,0.063,-9.918,-2.749,0.619,-0.04,0.028,0.09,0.061
Jhostynxon Garcia,28142,0.2,0.243,0.229,27.027,2.703,2.703,0.28,0.218,0.274,0.056,37,23,691373,0.143,0.333,0.286,55.556,22.222,0,0.5,0.293,0.309,0.017,9,0.057,-0.09,-0.057,-28.529,-19.52,2.703,-0.22,-0.075,-0.035,0.04,hitter,0.059,-0.095,-0.051,-28.153,-20.308,2.93,-0.217,-0.08,-0.039,0.04
Jim Jarvis,33492,0.2,0.2,0.2,40,0,0,0.333,0.179,0.177,-0.002,5,25,805347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
