Name,PlayerId,AVG_cur,OBP_cur,SLG_cur,K_pct_cur,BB_pct_cur,Barrel_pct_cur,BABIP_cur,wOBA_cur,xwOBA_cur,xwOBA_wOBA_gap_cur,PA_cur,Age,mlbamid,AVG_l3,OBP_l3,SLG_l3,K_pct_l3,BB_pct_l3,Barrel_pct_l3,BABIP_l3,wOBA_l3,xwOBA_l3,xwOBA_wOBA_gap_l3,PA_l3,AVG_diff,OBP_diff,SLG_diff,K_pct_diff,BB_pct_diff,Barrel_pct_diff,BABIP_diff,wOBA_diff,xwOBA_diff,xwOBA_wOBA_gap_diff,player_type,AVG_lg_adj_diff,OBP_lg_adj_diff,SLG_lg_adj_diff,K_pct_lg_adj_diff,BB_pct_lg_adj_diff,Barrel_pct_lg_adj_diff,BABIP_lg_adj_diff,wOBA_lg_adj_diff,xwOBA_lg_adj_diff,xwOBA_wOBA_gap_lg_adj_diff
Santiago Espinal,19997,0.268,0.276,0.375,13.333,1.667,1.667,0.292,0.283,0.29,0.007,60,31,669289,0.244,0.295,0.315,12.651,6.358,0.978,0.272,0.271,0.27,-0.001,973,0.023,-0.019,0.06,0.683,-4.691,0.689,0.019,0.012,0.02,0.008,hitter,0.026,-0.023,0.066,1.059,-5.48,0.915,0.022,0.007,0.015,0.008
Scott Kingery,17975,0.25,0.25,0.25,0,0,0,0.25,0.224,0.156,-0.068,4,32,664068,0.148,0.207,0.185,37.931,6.897,3.448,0.25,0.182,0.196,0.014,29,0.102,0.043,0.065,-37.931,-6.897,-3.448,0,0.041,-0.04,-0.081,hitter,0.104,0.038,0.071,-37.555,-7.685,-3.221,0.003,0.037,-0.044,-0.081
Sean Murphy,19352,0.071,0.071,0.071,42.857,0,0,0.125,0.064,0.132,0.069,14,31,669221,0.205,0.305,0.403,28.268,10.463,7.41,0.244,0.31,0.325,0.015,1039,-0.134,-0.234,-0.332,14.59,-10.463,-7.41,-0.119,-0.246,-0.192,0.054,hitter,-0.132,-0.239,-0.326,14.966,-11.252,-7.183,-0.116,-0.251,-0.196,0.055
Sebastian Rivero,21735,0.245,0.286,0.283,21.053,5.263,0,0.317,0.258,0.272,0.014,57,27,665861,0.182,0.206,0.242,26.471,2.941,5.882,0.25,0.198,0.204,0.007,34,0.063,0.08,0.041,-5.418,2.322,-5.882,0.067,0.061,0.068,0.007,hitter,0.066,0.075,0.046,-5.042,1.534,-5.656,0.07,0.056,0.063,0.008
Seiya Suzuki,30116,0.256,0.343,0.433,26.531,10.612,5.714,0.319,0.339,0.334,-0.005,245,31,673548,0.261,0.341,0.48,25.568,10.781,9.101,0.316,0.352,0.351,-0.001,1819,-0.005,0.001,-0.048,0.963,-0.169,-3.386,0.004,-0.012,-0.016,-0.004,hitter,-0.003,-0.003,-0.042,1.339,-0.957,-3.16,0.007,-0.017,-0.021,-0.004
Shay Whitcomb,27789,0.13,0.167,0.391,45.833,4.167,8.333,0.1,0.238,0.258,0.02,24,27,694376,0.166,0.208,0.251,24.832,5.034,3.691,0.206,0.204,0.264,0.06,78,-0.036,-0.041,0.14,21.001,-0.867,4.642,-0.106,0.034,-0.006,-0.04,hitter,-0.033,-0.046,0.146,21.377,-1.655,4.869,-0.103,0.029,-0.01,-0.039
Shea Langeliers,25816,0.279,0.342,0.529,19.079,7.566,10.526,0.294,0.375,0.375,-0.001,304,28,669127,0.251,0.307,0.495,23.221,7.16,8.137,0.274,0.34,0.324,-0.015,1547,0.028,0.035,0.034,-4.142,0.406,2.389,0.02,0.036,0.05,0.015,hitter,0.03,0.031,0.04,-3.766,-0.382,2.616,0.023,0.031,0.046,0.015
Shohei Ohtani,19755,0.297,0.419,0.547,23.028,16.088,9.779,0.357,0.411,0.42,0.009,317,31,660271,0.293,0.393,0.633,24.335,13.677,13.677,0.326,0.424,0.431,0.007,2057,0.003,0.026,-0.086,-1.306,2.412,-3.897,0.031,-0.012,-0.011,0.001,hitter,0.006,0.021,-0.081,-0.93,1.623,-3.671,0.034,-0.017,-0.016,0.001
Spencer Horwitz,26477,0.277,0.383,0.446,13.755,13.755,5.576,0.291,0.367,0.33,-0.037,269,28,687462,0.269,0.354,0.433,18.106,10.796,5.706,0.309,0.343,0.33,-0.014,836,0.007,0.029,0.013,-4.351,2.959,-0.13,-0.018,0.024,0,-0.024,hitter,0.01,0.024,0.019,-3.975,2.17,0.097,-0.015,0.019,-0.004,-0.024
Spencer Jones,31532,0.239,0.34,0.391,39.623,13.208,1.887,0.391,0.329,0.271,-0.058,53,25,682987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spencer Steer,26323,0.249,0.335,0.436,21.091,10.545,8.364,0.282,0.34,0.362,0.023,275,28,668715,0.237,0.32,0.414,21.834,9.848,4.732,0.276,0.321,0.306,-0.015,1889,0.012,0.015,0.022,-0.744,0.697,3.631,0.006,0.019,0.057,0.038,hitter,0.014,0.01,0.027,-0.368,-0.091,3.858,0.009,0.014,0.052,0.038
Spencer Torkelson,27465,0.207,0.308,0.415,33.692,11.47,7.527,0.277,0.32,0.316,-0.004,279,26,679529,0.234,0.322,0.436,26.242,10.371,7.492,0.281,0.327,0.324,-0.003,1714,-0.027,-0.013,-0.021,7.45,1.099,0.035,-0.004,-0.007,-0.009,-0.002,hitter,-0.024,-0.018,-0.015,7.826,0.31,0.262,-0.001,-0.012,-0.013,-0.001
Starling Marte,9241,0.256,0.314,0.333,27.907,5.814,8.14,0.352,0.292,0.312,0.02,86,37,516782,0.267,0.329,0.392,21.059,6.686,5.103,0.322,0.316,0.325,0.008,1040,-0.01,-0.015,-0.059,6.848,-0.872,3.036,0.03,-0.024,-0.012,0.012,hitter,-0.008,-0.019,-0.053,7.224,-1.661,3.263,0.033,-0.029,-0.017,0.012
Sterlin Thompson,31443,0.207,0.292,0.259,26.154,7.692,0,0.293,0.259,0.272,0.013,65,25,694514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steven Kwan,24610,0.211,0.317,0.259,10.182,12.727,0.364,0.234,0.271,0.3,0.029,275,28,680757,0.277,0.342,0.388,9.099,8.685,1.62,0.29,0.321,0.317,-0.004,1951,-0.066,-0.025,-0.129,1.083,4.042,-1.256,-0.056,-0.05,-0.017,0.033,hitter,-0.064,-0.029,-0.123,1.459,3.254,-1.029,-0.053,-0.055,-0.022,0.033
Steward Berroa,22766,0.143,0.143,0.143,57.143,0,0,0.333,0.128,0.211,0.083,7,27,672642,0.154,0.303,0.176,31.515,17.576,0,0.25,0.24,0.225,-0.015,51,-0.012,-0.16,-0.034,25.628,-17.576,0,0.083,-0.112,-0.014,0.098,hitter,-0.009,-0.165,-0.028,26.004,-18.364,0.227,0.086,-0.117,-0.019,0.099
Stuart Fairchild,20321,0.214,0.476,0.214,47.619,28.571,0,0.75,0.363,0.334,-0.029,21,30,656413,0.218,0.29,0.364,26.363,7.811,5.94,0.28,0.288,0.291,0.003,543,-0.004,0.186,-0.15,21.256,20.76,-5.94,0.47,0.074,0.043,-0.031,hitter,-0.002,0.181,-0.144,21.632,19.972,-5.713,0.473,0.07,0.039,-0.031
Sung-Mun Song,37122,0.178,0.275,0.2,23.529,11.765,3.922,0.242,0.23,0.274,0.044,51,29,823550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TJ Friedl,19522,0.179,0.259,0.256,23.596,7.303,1.685,0.23,0.239,0.25,0.011,178,30,670770,0.255,0.352,0.389,16.407,10.592,2.038,0.287,0.329,0.299,-0.03,1582,-0.076,-0.093,-0.132,7.189,-3.288,-0.353,-0.057,-0.09,-0.049,0.041,hitter,-0.074,-0.098,-0.127,7.565,-4.077,-0.126,-0.054,-0.095,-0.053,0.042
TJ Rumfield,29805,0.275,0.354,0.466,14.386,9.474,4.561,0.292,0.36,0.324,-0.036,285,26,681198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Murray,28848,0.214,0.281,0.321,21.212,6.061,6.061,0.238,0.257,0.275,0.019,33,26,695020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor Trammell,19960,0.28,0.341,0.373,36.145,7.229,2.41,0.467,0.32,0.25,-0.07,83,28,666211,0.19,0.294,0.327,31.258,12.848,4.503,0.263,0.279,0.27,-0.009,199,0.09,0.047,0.047,4.886,-5.619,-2.094,0.204,0.041,-0.02,-0.061,hitter,0.092,0.043,0.052,5.262,-6.407,-1.867,0.207,0.036,-0.024,-0.061
Taylor Walls,22458,0.217,0.319,0.28,25.532,11.702,1.596,0.309,0.28,0.244,-0.036,188,29,670764,0.207,0.284,0.301,23.903,9.926,2.119,0.266,0.262,0.26,-0.002,918,0.009,0.035,-0.021,1.629,1.776,-0.523,0.044,0.018,-0.017,-0.034,hitter,0.011,0.03,-0.015,2.005,0.988,-0.296,0.047,0.013,-0.021,-0.034
Taylor Ward,17548,0.257,0.402,0.354,19.94,18.75,2.679,0.33,0.35,0.357,0.007,336,32,621493,0.236,0.32,0.454,25.276,10.555,8.244,0.272,0.333,0.337,0.004,1735,0.021,0.082,-0.099,-5.335,8.195,-5.566,0.058,0.016,0.02,0.003,hitter,0.024,0.077,-0.094,-4.959,7.407,-5.339,0.061,0.012,0.016,0.004
Teoscar Hernandez,13066,0.276,0.348,0.436,26.961,9.314,6.863,0.355,0.344,0.339,-0.005,204,33,606192,0.257,0.307,0.468,26.939,6.096,8.538,0.311,0.331,0.333,0.002,1876,0.019,0.041,-0.032,0.022,3.218,-1.676,0.045,0.013,0.006,-0.007,hitter,0.022,0.036,-0.026,0.398,2.429,-1.449,0.048,0.008,0.001,-0.007
Thomas Saggese,27883,0.184,0.244,0.276,31.707,7.317,6.098,0.265,0.236,0.274,0.038,82,24,695336,0.253,0.295,0.338,28.02,5.273,3.556,0.35,0.279,0.278,-0.001,347,-0.069,-0.051,-0.062,3.688,2.044,2.541,-0.085,-0.043,-0.004,0.039,hitter,-0.067,-0.055,-0.056,4.064,1.256,2.768,-0.082,-0.048,-0.008,0.04
Tim Tawa,29571,0.169,0.265,0.254,22.857,11.429,1.429,0.209,0.242,0.259,0.017,70,27,694374,0.201,0.274,0.347,28.444,8.889,5.778,0.252,0.273,0.29,0.016,225,-0.032,-0.009,-0.092,-5.587,2.54,-4.349,-0.043,-0.031,-0.03,0.001,hitter,-0.029,-0.013,-0.087,-5.211,1.751,-4.122,-0.04,-0.036,-0.035,0.001
Tommy Pham,2967,0,0.071,0,50,7.143,0,0,0.05,0.137,0.087,14,38,502054,0.247,0.321,0.378,21.49,9.663,4.976,0.299,0.307,0.323,0.017,1408,-0.247,-0.25,-0.378,28.51,-2.521,-4.976,-0.299,-0.257,-0.186,0.07,hitter,-0.245,-0.254,-0.372,28.886,-3.309,-4.749,-0.296,-0.261,-0.191,0.071
Tommy Troy,33279,0.217,0.309,0.35,19.118,11.765,5.882,0.244,0.299,0.31,0.011,68,24,694371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Bazzana,34967,0.247,0.343,0.396,19.663,11.798,2.247,0.293,0.329,0.304,-0.024,178,23,683953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis d'Arnaud,7739,0.2,0.3,0.314,17.5,7.5,10,0.222,0.284,0.337,0.053,40,37,518595,0.217,0.279,0.387,28.502,6.397,6.761,0.272,0.29,0.299,0.009,864,-0.017,0.021,-0.073,-11.002,1.103,3.239,-0.05,-0.006,0.039,0.044,hitter,-0.015,0.017,-0.067,-10.626,0.315,3.466,-0.047,-0.011,0.034,0.045
Trea Turner,16252,0.216,0.268,0.326,22.684,6.39,3.514,0.262,0.266,0.278,0.012,313,33,607208,0.297,0.346,0.461,17.79,6.197,4.816,0.34,0.349,0.321,-0.027,1869,-0.08,-0.077,-0.134,4.893,0.193,-1.301,-0.078,-0.082,-0.043,0.039,hitter,-0.078,-0.082,-0.128,5.269,-0.595,-1.074,-0.075,-0.087,-0.048,0.039
Trent Grisham,18564,0.232,0.341,0.406,15.909,14.394,7.955,0.25,0.333,0.361,0.028,264,29,663757,0.223,0.334,0.436,24.713,13.482,8.27,0.249,0.337,0.353,0.016,1345,0.009,0.007,-0.03,-8.803,0.912,-0.316,0.001,-0.004,0.008,0.011,hitter,0.011,0.002,-0.024,-8.427,0.124,-0.089,0.004,-0.009,0.003,0.012
Trevor Larnach,21501,0.264,0.368,0.396,19.811,12.736,4.245,0.324,0.343,0.327,-0.016,212,29,663616,0.251,0.327,0.413,22.345,9.701,5.557,0.297,0.322,0.324,0.002,1179,0.013,0.041,-0.017,-2.534,3.035,-1.312,0.026,0.021,0.003,-0.018,hitter,0.015,0.037,-0.011,-2.158,2.246,-1.085,0.029,0.017,-0.001,-0.018
Trevor Story,12564,0.206,0.244,0.303,32.386,4.545,2.273,0.29,0.243,0.248,0.005,176,33,596115,0.26,0.308,0.425,27.529,5.511,6.31,0.332,0.317,0.305,-0.012,928,-0.054,-0.064,-0.122,4.857,-0.966,-4.037,-0.042,-0.073,-0.056,0.017,hitter,-0.051,-0.068,-0.116,5.233,-1.754,-3.81,-0.039,-0.078,-0.061,0.018
Trey Mancini,15149,0.308,0.286,0.462,21.429,0,14.286,0.364,0.306,0.282,-0.024,14,34,641820,0.234,0.299,0.336,29.658,7.985,2.281,0.327,0.28,0.272,-0.008,263,0.074,-0.013,0.125,-8.229,-7.985,12.004,0.037,0.026,0.01,-0.017,hitter,0.076,-0.018,0.131,-7.853,-8.773,12.231,0.04,0.022,0.005,-0.016
Tristan Gray,19877,0.244,0.288,0.37,30,5.714,4.286,0.321,0.289,0.296,0.007,140,30,656484,0.211,0.268,0.37,27.083,7.386,7.765,0.262,0.277,0.328,0.05,122,0.033,0.02,0.001,2.917,-1.672,-3.479,0.06,0.012,-0.032,-0.044,hitter,0.035,0.015,0.006,3.293,-2.46,-3.253,0.063,0.007,-0.036,-0.043
Tristan Peters,30063,0.294,0.352,0.45,18.5,7,3.5,0.357,0.353,0.304,-0.049,200,26,671976,0,0,0,58.333,0,0,0,0,0.146,0.146,12,0.294,0.352,0.45,-39.833,7,3.5,0.357,0.353,0.158,-0.195,hitter,0.297,0.347,0.456,-39.457,6.212,3.727,0.36,0.348,0.154,-0.195
Troy Johnston,26143,0.312,0.373,0.44,17.625,7.663,1.916,0.374,0.36,0.333,-0.027,261,29,687859,0.277,0.331,0.42,21.488,6.612,6.612,0.329,0.328,0.341,0.013,121,0.035,0.042,0.021,-3.863,1.051,-4.696,0.045,0.032,-0.008,-0.04,hitter,0.037,0.038,0.026,-3.487,0.263,-4.469,0.048,0.027,-0.012,-0.039
Ty France,17982,0.254,0.304,0.449,25.503,5.369,7.383,0.309,0.326,0.311,-0.015,149,31,664034,0.248,0.317,0.363,18.517,5.657,5.36,0.292,0.302,0.321,0.02,1690,0.006,-0.013,0.086,6.986,-0.288,2.022,0.017,0.024,-0.01,-0.035,hitter,0.008,-0.018,0.092,7.362,-1.076,2.249,0.02,0.02,-0.015,-0.034
Tyler Black,29949,0.333,0.357,0.481,25,3.571,0,0.45,0.366,0.191,-0.174,28,25,672012,0.214,0.377,0.273,23.729,19.492,0,0.305,0.311,0.303,-0.007,70,0.119,-0.02,0.209,1.271,-15.92,0,0.145,0.055,-0.112,-0.167,hitter,0.122,-0.025,0.215,1.647,-16.709,0.227,0.148,0.05,-0.116,-0.167
Tyler Callihan,27497,0.323,0.447,0.645,23.684,15.789,7.895,0.4,0.465,0.337,-0.128,38,26,682997,0.167,0.167,0.167,16.667,0,0,0.2,0.147,0.194,0.047,6,0.156,0.281,0.478,7.018,15.789,7.895,0.2,0.318,0.143,-0.175,hitter,0.158,0.276,0.484,7.394,15.001,8.122,0.203,0.313,0.138,-0.175
Tyler Freeman,22532,0.268,0.349,0.373,12.5,5.114,1.136,0.297,0.328,0.322,-0.005,176,27,671289,0.256,0.335,0.348,12.844,7.637,1.909,0.287,0.306,0.317,0.011,979,0.012,0.014,0.024,-0.344,-2.523,-0.773,0.01,0.022,0.005,-0.016,hitter,0.015,0.009,0.03,0.032,-3.311,-0.546,0.013,0.017,0.001,-0.016
Tyler Heineman,13897,0.154,0.205,0.205,21.839,2.299,1.149,0.19,0.191,0.224,0.033,87,35,623168,0.277,0.36,0.397,18.756,7.979,2.073,0.335,0.335,0.273,-0.062,237,-0.123,-0.155,-0.192,3.083,-5.68,-0.923,-0.145,-0.144,-0.049,0.095,hitter,-0.121,-0.159,-0.186,3.459,-6.469,-0.696,-0.142,-0.149,-0.054,0.095
Tyler O'Neill,15711,0.19,0.285,0.281,26.277,10.219,3.65,0.253,0.263,0.278,0.015,137,31,641933,0.224,0.317,0.455,29.267,10.879,9.634,0.265,0.331,0.347,0.016,948,-0.034,-0.032,-0.174,-2.99,-0.66,-5.984,-0.012,-0.068,-0.069,-0.001,hitter,-0.032,-0.037,-0.168,-2.614,-1.449,-5.757,-0.009,-0.073,-0.073,-0.001
Tyler Soderstrom,27467,0.242,0.341,0.473,18.243,12.838,7.432,0.262,0.351,0.333,-0.018,296,24,691016,0.265,0.337,0.458,23.274,8.879,7.827,0.315,0.343,0.34,-0.003,975,-0.023,0.004,0.014,-5.031,3.959,-0.394,-0.053,0.008,-0.007,-0.015,hitter,-0.021,-0,0.02,-4.655,3.171,-0.167,-0.05,0.003,-0.012,-0.015
Tyler Stephenson,17988,0.213,0.304,0.337,26.961,11.765,6.373,0.275,0.29,0.323,0.032,204,29,663886,0.244,0.325,0.425,28.261,9.968,6.707,0.314,0.326,0.316,-0.01,1374,-0.03,-0.021,-0.088,-1.3,1.797,-0.335,-0.039,-0.035,0.007,0.042,hitter,-0.028,-0.026,-0.082,-0.924,1.008,-0.108,-0.036,-0.04,0.002,0.042
Tyler Tolbert,25779,0.235,0.316,0.235,36.842,10.526,0,0.4,0.262,0.243,-0.019,19,28,686475,0.28,0.321,0.38,19.298,1.754,1.754,0.325,0.305,0.313,0.007,57,-0.045,-0.006,-0.145,17.544,8.772,-1.754,0.075,-0.043,-0.07,-0.026,hitter,-0.043,-0.01,-0.139,17.92,7.984,-1.528,0.078,-0.048,-0.074,-0.026
Tyrone Taylor,13675,0.186,0.21,0.32,18.269,2.885,4.808,0.2,0.232,0.248,0.016,104,32,621438,0.232,0.285,0.359,22.628,4.861,3.621,0.292,0.281,0.3,0.018,929,-0.047,-0.075,-0.039,-4.359,-1.976,1.187,-0.092,-0.049,-0.052,-0.003,hitter,-0.045,-0.08,-0.033,-3.983,-2.765,1.414,-0.089,-0.054,-0.056,-0.002
Vaughn Grissom,26031,0.246,0.325,0.41,10.968,9.032,5.806,0.25,0.324,0.35,0.026,155,25,687093,0.208,0.258,0.244,20.616,5.45,3.791,0.264,0.228,0.29,0.063,194,0.039,0.066,0.167,-9.648,3.582,2.015,-0.014,0.096,0.059,-0.037,hitter,0.041,0.062,0.173,-9.272,2.794,2.242,-0.011,0.092,0.055,-0.037
Victor Bericoto,26468,0.176,0.176,0.353,35.294,0,5.882,0.2,0.226,0.17,-0.056,17,24,682674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Victor Caratini,14968,0.215,0.311,0.319,19.388,9.184,4.592,0.242,0.287,0.339,0.052,196,32,605170,0.262,0.327,0.404,17.764,6.817,5.071,0.291,0.32,0.326,0.006,886,-0.047,-0.016,-0.085,1.624,2.367,-0.479,-0.048,-0.032,0.013,0.046,hitter,-0.045,-0.021,-0.079,2,1.579,-0.252,-0.045,-0.037,0.009,0.046
Victor Mesa Jr.,25999,0.2,0.319,0.35,25,14.583,6.25,0.231,0.306,0.362,0.055,48,24,683748,0.188,0.297,0.344,13.158,13.158,5.263,0.192,0.288,0.331,0.043,38,0.013,0.022,0.006,11.842,1.425,0.987,0.038,0.018,0.031,0.012,hitter,0.015,0.017,0.012,12.218,0.637,1.214,0.041,0.014,0.026,0.013
Victor Robles,18363,0.277,0.292,0.319,12.5,2.083,4.167,0.317,0.272,0.281,0.009,48,29,645302,0.283,0.344,0.389,19.418,5.629,3.858,0.346,0.324,0.293,-0.03,535,-0.006,-0.053,-0.07,-6.918,-3.546,0.308,-0.029,-0.051,-0.012,0.039,hitter,-0.004,-0.057,-0.064,-6.542,-4.334,0.535,-0.026,-0.056,-0.016,0.04
Victor Scott II,31349,0.194,0.276,0.258,23.913,8.696,0.543,0.255,0.249,0.273,0.024,184,25,687363,0.209,0.29,0.294,24.496,8.201,2.626,0.275,0.265,0.28,0.015,618,-0.016,-0.014,-0.036,-0.583,0.494,-2.082,-0.021,-0.016,-0.007,0.009,hitter,-0.014,-0.019,-0.03,-0.207,-0.294,-1.856,-0.018,-0.021,-0.011,0.009
Vidal Brujan,20536,0.091,0.167,0.091,7.692,7.692,0,0.1,0.133,0.214,0.081,13,28,660644,0.229,0.3,0.308,20.675,7.897,0.718,0.292,0.271,0.26,-0.011,457,-0.139,-0.134,-0.217,-12.982,-0.204,-0.718,-0.192,-0.138,-0.047,0.092,hitter,-0.136,-0.138,-0.212,-12.607,-0.993,-0.491,-0.189,-0.143,-0.051,0.092
Vinnie Pasquantino,27676,0.224,0.309,0.35,17.526,10.997,5.155,0.254,0.294,0.316,0.023,291,28,686469,0.263,0.32,0.464,14.61,7.314,7.277,0.268,0.334,0.334,-0.001,1496,-0.038,-0.011,-0.114,2.916,3.682,-2.122,-0.014,-0.041,-0.017,0.024,hitter,-0.036,-0.016,-0.108,3.292,2.894,-1.895,-0.011,-0.046,-0.021,0.024
Vladimir Guerrero Jr.,19611,0.276,0.366,0.36,10.616,11.644,4.795,0.3,0.324,0.351,0.027,292,27,665489,0.3,0.382,0.491,13.899,11.145,9.347,0.319,0.374,0.392,0.018,2059,-0.024,-0.016,-0.131,-3.283,0.499,-4.553,-0.019,-0.05,-0.041,0.009,hitter,-0.021,-0.02,-0.125,-2.907,-0.29,-4.326,-0.016,-0.055,-0.045,0.009
Wade Meckler,31490,0.294,0.36,0.456,18.667,9.333,5.333,0.346,0.36,0.331,-0.029,75,26,685133,0.232,0.328,0.25,39.062,9.375,0,0.419,0.273,0.265,-0.008,64,0.062,0.032,0.206,-20.396,-0.042,5.333,-0.073,0.087,0.066,-0.021,hitter,0.064,0.027,0.212,-20.02,-0.83,5.56,-0.07,0.082,0.062,-0.02
Wenceel Perez,22857,0.18,0.246,0.348,16.571,8,5.714,0.176,0.263,0.272,0.009,175,26,672761,0.243,0.305,0.411,22.288,7.868,4.828,0.289,0.31,0.302,-0.008,808,-0.063,-0.059,-0.063,-5.717,0.132,0.887,-0.113,-0.047,-0.03,0.017,hitter,-0.061,-0.064,-0.058,-5.341,-0.657,1.114,-0.11,-0.052,-0.034,0.017
Weston Wilson,19358,0.231,0.348,0.333,23.913,13.043,2.174,0.296,0.316,0.297,-0.018,46,31,642215,0.228,0.308,0.41,27.843,9.564,7.226,0.287,0.313,0.327,0.014,245,0.003,0.04,-0.076,-3.93,3.479,-5.052,0.01,0.002,-0.03,-0.032,hitter,0.005,0.035,-0.07,-3.554,2.691,-4.826,0.013,-0.002,-0.034,-0.032
Will Benson,21853,0.188,0.31,0.333,33.333,14.035,6.14,0.273,0.292,0.3,0.008,114,28,666181,0.215,0.284,0.418,32.632,8.702,7.796,0.281,0.301,0.308,0.007,970,-0.028,0.026,-0.084,0.701,5.333,-1.655,-0.008,-0.01,-0.008,0.001,hitter,-0.026,0.021,-0.079,1.077,4.545,-1.428,-0.005,-0.014,-0.013,0.002
Will Brennan,25660,0.087,0.087,0.087,13.043,0,0,0.1,0.078,0.178,0.1,23,28,686823,0.258,0.303,0.368,13.046,4.94,3.04,0.282,0.292,0.299,0.006,821,-0.171,-0.216,-0.281,-0.003,-4.94,-3.04,-0.182,-0.215,-0.121,0.094,hitter,-0.169,-0.22,-0.275,0.373,-5.728,-2.813,-0.179,-0.219,-0.125,0.094
Will Smith,19197,0.249,0.338,0.382,16.915,11.443,9.453,0.272,0.323,0.386,0.063,201,31,669257,0.273,0.369,0.465,19.446,12.277,7.306,0.308,0.36,0.357,-0.003,1534,-0.024,-0.031,-0.083,-2.53,-0.834,2.146,-0.036,-0.037,0.029,0.066,hitter,-0.022,-0.036,-0.078,-2.154,-1.622,2.373,-0.033,-0.042,0.024,0.066
Will Wagner,29634,0.267,0.45,0.333,20,25,0,0.364,0.373,0.367,-0.006,20,27,695238,0.247,0.328,0.327,18.744,9.671,2.792,0.307,0.296,0.33,0.035,235,0.02,0.122,0.007,1.256,15.329,-2.792,0.057,0.077,0.037,-0.04,hitter,0.022,0.118,0.012,1.632,14.541,-2.565,0.06,0.072,0.032,-0.04
Will Wilson,25434,0.2,0.333,0.8,16.667,16.667,16.667,0,0.46,0.452,-0.008,6,27,669717,0.192,0.267,0.244,37.363,7.692,1.099,0.341,0.236,0.219,-0.017,91,0.008,0.066,0.556,-20.696,8.974,15.568,-0.341,0.224,0.233,0.008,hitter,0.01,0.061,0.562,-20.32,8.186,15.795,-0.338,0.22,0.228,0.009
Willi Castro,17338,0.282,0.358,0.407,24.691,9.465,3.292,0.368,0.342,0.301,-0.041,243,29,650489,0.238,0.323,0.378,24.084,8.442,4.363,0.302,0.31,0.312,0.001,1498,0.045,0.035,0.03,0.608,1.023,-1.071,0.067,0.032,-0.01,-0.042,hitter,0.047,0.03,0.035,0.984,0.234,-0.844,0.07,0.027,-0.015,-0.042
William Contreras,20503,0.29,0.347,0.405,13.058,8.247,5.498,0.315,0.331,0.336,0.006,291,28,661388,0.27,0.36,0.428,19.233,12.065,5.418,0.315,0.344,0.341,-0.003,1949,0.02,-0.013,-0.024,-6.174,-3.817,0.08,0.001,-0.013,-0.004,0.008,hitter,0.022,-0.017,-0.018,-5.798,-4.606,0.307,0.004,-0.018,-0.009,0.009
Willson Contreras,11609,0.295,0.389,0.556,25.795,9.187,8.481,0.355,0.41,0.389,-0.021,283,34,575929,0.259,0.354,0.454,25.297,9.261,8.052,0.322,0.352,0.362,0.009,1416,0.035,0.034,0.102,0.499,-0.074,0.429,0.033,0.058,0.027,-0.03,hitter,0.038,0.03,0.107,0.874,-0.862,0.655,0.036,0.053,0.023,-0.03
Willy Adames,15986,0.229,0.274,0.418,27.425,5.686,6.02,0.282,0.3,0.292,-0.009,299,30,642715,0.233,0.322,0.434,25.75,11.301,7.714,0.274,0.327,0.332,0.005,2012,-0.004,-0.048,-0.016,1.675,-5.616,-1.694,0.007,-0.027,-0.04,-0.013,hitter,-0.002,-0.052,-0.01,2.051,-6.404,-1.467,0.01,-0.031,-0.044,-0.013
Wilyer Abreu,23772,0.276,0.337,0.429,19.799,8.725,8.054,0.324,0.336,0.34,0.005,298,27,677800,0.251,0.321,0.465,25.719,9.371,7.548,0.299,0.335,0.329,-0.006,949,0.025,0.016,-0.036,-5.921,-0.646,0.506,0.025,0,0.012,0.011,hitter,0.028,0.011,-0.03,-5.545,-1.434,0.733,0.028,-0.005,0.007,0.012
