Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,Age,1B,2B,3B,BB,IBB,HBP,SF,SH,SO,H,AB,Barrels,NameASCII,PlayerId,MLBAMID
"Joey Gallo","MIN",111,332,21,39,40,1,0.144578313,0.427710843,0.262411348,0.243697478,0.177304964,0.301204819,0.439716312,0.31956609948524173,0.295,102.93021155908237,0.2500533554702997,1.4157073041961405,-4.7904781103134155,0.8011275304084025,29,19,9,1,48,1,2,0,0,142,50,282,26,"Joey Gallo",14128,608336
"Joey Meneses","WSN",154,657,13,71,89,0,0.05783866,0.197869101,0.126022913,0.329087048,0.274959083,0.321156773,0.400981996,0.3144766769997061,0.288,96.72344464671129,-5.170265333261341,-7.8371322057818595,-16.80077815055847,-0.22977993797973006,31,118,36,1,38,0,5,3,0,130,168,611,26,"Joey Meneses",14366,608841
"Cody Bellinger","CHC",130,556,26,95,97,20,0.071942446,0.15647482,0.218436874,0.319095477,0.306613226,0.356115107,0.5250501,0.3702150516441028,0.327,136.28315088097972,2.438955023419112,27.430795739121784,-1.7605575323104858,4.444460485788865,27,97,29,1,40,3,5,12,0,87,153,499,26,"Cody Bellinger",15998,641355
"Andy Ibáñez","DET",114,383,11,42,41,1,0.062663185,0.180156657,0.168539326,0.299638989,0.264044943,0.311518324,0.432584269,0.32042958552300616,0.331,104.0407916557459,-0.6614915099926293,1.192884545875084,2.5969439893960953,1.6903231573889783,30,58,23,2,24,0,1,1,1,69,94,356,26,"Andy Ibanez",18819,628451
"Will Smith","LAD",126,554,19,80,76,3,0.113718411,0.160649819,0.176724138,0.277173913,0.260775862,0.359205776,0.4375,0.3449186309092287,0.35,118.47308785326047,-1.101883374620229,11.576612049916719,8.71671348810196,3.901508732054576,28,79,21,2,63,2,15,12,0,89,121,464,26,"Will Smith",19197,669257
"Jake Rogers","DET",107,365,21,47,49,1,0.076712328,0.323287671,0.223564955,0.268041237,0.220543806,0.285714285,0.444108761,0.31212825974920294,0.321,98.28696080097072,-0.2526436410844326,-1.0018349724737068,14.50461220741272,2.5971942502867895,28,41,11,0,28,0,3,2,1,118,73,331,26,"Jake Rogers",19452,668670
"Michael Massey","KCR",129,461,15,42,55,6,0.052060737,0.214750542,0.151869159,0.261006289,0.228971962,0.273913043,0.380841121,0.28283921946649965,0.319,72.35690956604628,0.9376056399196386,-14.331728476195362,2.438438355922699,0.39372125353054094,25,64,18,1,24,0,4,4,1,99,98,428,26,"Michael Massey",27684,686681
"Connor Joe","PIT",133,472,11,63,42,3,0.105932203,0.233050847,0.174334141,0.310580204,0.246973365,0.33898305,0.421307506,0.3324202748678498,0.329,105.7860448464442,-2.770519728772342,0.6127938515815394,-1.7879939079284668,1.4827633413381625,30,56,31,4,50,0,8,1,0,110,102,413,25,"Connor Joe",16572,656582
"Tyler Stephenson","CIN",142,517,13,59,56,0,0.09090909,0.261121856,0.135483871,0.314465408,0.243010752,0.3172147,0.378494623,0.30509457877538737,0.314,83.55854740925551,-2.29214513162151,-12.822649811952468,-11.307193875312805,-0.6536786415946144,26,78,20,2,47,2,4,1,0,135,113,465,25,"Tyler Stephenson",17988,663886
"Andrés Giménez","CLE",153,616,15,76,62,30,0.051948051,0.181818181,0.147217235,0.288683602,0.251346499,0.31372549,0.398563734,0.3091371307036364,0.297,96.26601302436137,4.121012459509075,1.3649688246391936,15.649957418441772,3.8075087294588155,24,93,27,5,32,3,20,3,4,112,140,557,25,"Andres Gimenez",19950,665926
"Mickey Moniak","LAA",85,323,14,35,45,6,0.027863777,0.349845201,0.215434083,0.39673913,0.279742765,0.306501547,0.495176848,0.33908738686431267,0.308,114.02604189152459,0.5770698827691376,6.005449764714694,1.217972457408905,1.827112919625023,25,50,21,2,9,1,3,0,0,113,87,311,25,"Mickey Moniak",19956,666160
"Ezequiel Duran","TEX",122,439,14,55,46,8,0.052391799,0.273348519,0.167487685,0.357664233,0.275862068,0.324200913,0.443349753,0.3301085409637992,0.319,109.58238820722892,-2.571776027325541,2.468691948093422,-4.4239619970321655,1.3093292598433055,24,74,22,2,23,1,7,2,1,120,112,406,25,"Ezequiel Duran",23733,677649
"Matt Wallner","MIN",76,254,14,42,41,2,0.11023622,0.314960629,0.258215962,0.327731092,0.248826291,0.37007874,0.507042253,0.3769309063673962,0.374,142.69101661727763,0.3193119722418487,13.312113124399824,-5.780378580093384,1.621417488316975,25,27,11,1,28,1,13,0,0,80,53,213,25,"Matt Wallner",26466,670242
"Jose Altuve","HOU",90,410,17,76,51,14,0.107317073,0.173170731,0.211111111,0.347985347,0.311111111,0.392682926,0.522222222,0.3929725340226801,0.331,154.67441575901117,0.026525626424700022,26.886190268219437,0.2569196820259094,4.1115738695226725,33,72,21,2,44,0,5,1,0,71,112,360,24,"Jose Altuve",5417,514888
"Yan Gomes","CHC",116,419,10,44,63,1,0.050119331,0.193317422,0.141361257,0.308724832,0.267015706,0.315035799,0.408376963,0.31168321202816573,0.321,97.04433187882447,-0.99646968068555,-2.530691476816141,-0.8843381404876709,1.0797575783118547,35,70,20,2,21,1,9,7,0,81,102,382,24,"Yan Gomes",9627,543228
"Randal Grichuk","- - -",118,471,16,65,44,2,0.061571125,0.203821656,0.19124424,0.308641975,0.267281105,0.320594479,0.458525345,0.3326977424021723,0.323,101.33034908538536,-1.7001029159873724,-0.7504944523418517,-9.777594894170761,0.5544089079895376,31,67,31,2,29,2,6,2,0,96,116,434,24,"Randal Grichuk",10243,545341
"Mike Ford","SEA",84,251,16,32,34,0,0.095617529,0.322709163,0.246575342,0.276422764,0.228310502,0.322709163,0.474885844,0.34272044327154577,0.314,124.65203886184224,-1.5741971065290272,5.8399149126305465,-6.88863730430603,0.7555157770569726,30,28,6,0,24,0,7,1,0,81,50,219,24,"Mike Ford",15585,645801
"Michael Conforto","SFG",125,470,15,58,58,4,0.112765957,0.225531914,0.145320197,0.283737024,0.238916256,0.334042553,0.384236453,0.31473789271366953,0.33,98.51047440163379,-1.1439462844282389,-2.0112361808042825,-6.193231791257858,0.7750428502605057,30,68,14,0,53,4,7,4,0,106,97,406,24,"Michael Conforto",16376,624424
"Ramón Laureano","- - -",105,404,9,46,35,12,0.081683168,0.282178217,0.146814404,0.30125523,0.224376731,0.304455445,0.371191135,0.297835903592629,0.307,90.08445084472234,-0.12650717236101627,-4.9263908789020885,1.2399357557296753,1.0167666959358355,28,50,18,4,33,0,9,1,0,114,81,361,24,"Ramon Laureano",17128,657656
"Luis Rengifo","LAA",126,445,16,55,51,6,0.092134831,0.184269662,0.180203046,0.293333333,0.26395939,0.339325842,0.444162436,0.3388325566656134,0.323,113.84941349505426,-0.5072804819792509,6.877268427181423,-5.592612981796265,1.6529664984707286,26,69,15,4,41,0,6,4,0,82,104,394,24,"Luis Rengifo",19858,650859
"Brandon Marsh","PHI",133,472,12,58,60,10,0.125,0.305084745,0.18069307,0.396825396,0.277227722,0.371549893,0.457920792,0.35825563964050716,0.322,125.11369903648392,2.686627116985619,17.371532135527403,2.087188810110092,3.5403263964207254,25,69,25,6,59,2,4,4,1,144,112,404,24,"Brandon Marsh",20202,669016
"Nelson Velázquez","- - -",53,179,17,35,34,0,0.07821229,0.284916201,0.351851852,0.221052631,0.234567901,0.301675977,0.586419753,0.3685190031648348,0.374,132.28061675344472,0.7009003921411932,7.685391777836067,-5.488075852394104,0.8313012081933334,24,15,6,0,14,0,2,1,0,51,38,162,24,"Nelson Velazquez",23359,676369
"Jordan Walker","STL",117,465,16,51,51,7,0.079569892,0.223655913,0.169047619,0.331125827,0.276190476,0.341935483,0.445238095,0.34120334848280875,0.332,115.750595255548,-0.1348361438140273,8.938528865600048,-15.148238182067871,0.9570065628953002,21,79,19,2,37,0,6,2,0,104,116,420,24,"Jordan Walker",27475,691023
"Elias Díaz","COL",141,526,14,48,72,1,0.064638783,0.2243346,0.141975309,0.324022346,0.267489711,0.315589353,0.40946502,0.31418487440950515,0.296,82.9861328946502,-1.847010058350861,-12.93383622764337,-5.12838339805603,-0.01812278116324395,32,90,25,1,34,0,2,4,0,118,130,486,23,"Elias Diaz",11680,553869
"Mike Yastrzemski","SFG",106,381,15,54,43,2,0.118110236,0.259842519,0.212121212,0.285714285,0.233333333,0.329815303,0.445454545,0.3329232875654038,0.325,110.7016753232538,-0.45352661283686757,4.597680829117459,-1.0634016394615173,1.6439156489270716,32,38,23,1,45,3,3,1,2,99,77,330,23,"Mike Yastrzemski",14854,573262
"Hunter Renfroe","- - -",140,548,20,60,60,0,0.08029197,0.228102189,0.182730924,0.269662921,0.232931726,0.297445255,0.41566265,0.30803130501813264,0.289,92.12886524985554,-1.6136631146073341,-6.931555800975191,-8.332690671086311,0.3540723111757553,31,65,31,0,44,0,3,3,0,125,116,498,23,"Hunter Renfroe",15464,592669
"Alex Verdugo","BOS",142,602,13,81,54,5,0.07475083,0.154485049,0.157509158,0.294382022,0.263736263,0.323920265,0.421245421,0.3218606857214117,0.331,98.08371462135175,-0.5090734963305295,-1.8913319524794483,-4.435067534446716,1.4319967932341309,27,89,37,5,45,1,6,5,0,93,144,546,23,"Alex Verdugo",17027,657077
"Yoán Moncada","CHW",92,357,11,39,40,1,0.056022408,0.299719887,0.164670659,0.350230414,0.260479041,0.305322128,0.4251497,0.3148423904130439,0.314,98.47528229579532,-0.657381537836045,-1.3095957190614593,0.4278029799461365,1.1353875847118637,28,55,20,1,20,0,2,1,0,107,87,334,23,"Yoan Moncada",17232,660162
"Taylor Ward","LAA",97,409,14,60,47,4,0.095354523,0.195599022,0.168539326,0.283582089,0.252808988,0.334963325,0.421348314,0.32904749321762683,0.338,107.06717153550713,-1.7806059694848955,1.6827849902717462,-1.7119767665863037,1.398593162258406,29,58,18,0,39,0,8,6,0,80,90,356,23,"Taylor Ward",17548,621493
"Edward Olivares","KCR",107,385,12,47,36,11,0.057142857,0.166233766,0.189265537,0.289285714,0.262711864,0.316883116,0.451977401,0.32886485817531746,0.338,104.25828861434789,0.40531434584409,2.3697074509186646,-11.368577003479004,0.42191945328134317,27,54,23,4,22,1,7,2,0,64,93,354,23,"Edward Olivares",19698,658668
"Isaac Paredes","TBR",143,571,31,71,98,1,0.101576182,0.182136602,0.237804878,0.25698324,0.25,0.35201401,0.487804878,0.3622980900695988,0.315,135.90487801939136,-1.9334673387929797,22.631836615225637,0.3081439137458801,4.244140624136537,24,68,24,0,58,0,20,1,0,104,123,492,23,"Isaac Paredes",20036,670623
"Luis García Jr.","WSN",122,482,9,61,50,9,0.056016597,0.124481327,0.118568233,0.285714285,0.266219239,0.303534303,0.384787472,0.29678483083844187,0.308,84.86311095668994,-0.4469588054344058,-9.485578708504802,-1.5092811584472656,0.5374686707683497,23,88,18,4,27,1,0,7,1,60,119,447,23,"Luis Garcia Jr.",20391,671277
"Jarred Kelenic","SEA",105,416,11,44,49,13,0.098557692,0.317307692,0.166666666,0.359307359,0.252688172,0.326923076,0.419354838,0.3208089595280805,0.333,109.46470919036793,0.8337300149723887,5.5514611147257575,-4.582739502191544,1.5220892150509235,23,56,25,2,41,4,1,2,0,132,94,372,23,"Jarred Kelenic",22558,672284
"Ryan Jeffers","MIN",96,335,14,46,43,3,0.098507462,0.27761194,0.213286713,0.359116022,0.276223776,0.36858006,0.489510489,0.3689157457062692,0.333,137.13553307469596,-2.0370174860581756,12.86918607967726,-1.1413668394088745,2.317400061979621,26,48,15,2,33,1,10,2,4,93,79,286,23,"Ryan Jeffers",24618,680777
"Bryson Stott","PHI",151,640,15,78,62,31,0.0609375,0.15625,0.138461538,0.311715481,0.28034188,0.328638497,0.418803418,0.32291157725836417,0.309,101.41959894132513,4.95939764380455,6.084945846110708,14.147069454193115,4.18691158877613,25,115,32,2,39,1,7,8,1,100,164,585,23,"Bryson Stott",26294,681082
"Patrick Bailey","SFG",97,353,7,29,48,1,0.059490084,0.283286118,0.125766871,0.313636363,0.233128834,0.284900284,0.358895705,0.2817779229237483,0.313,76.41463225162758,-0.3328659711405635,-10.647072314133883,25.47251856327057,2.674930252215446,24,50,18,1,21,0,3,1,2,100,76,326,23,"Patrick Bailey",27478,672275
"Joey Wiemer","MIL",132,410,13,48,42,11,0.087804878,0.282926829,0.158038147,0.258333333,0.204359673,0.282926829,0.36239782,0.2836983487373445,0.289,75.35027812823239,0.6327332127839327,-11.887555337459656,8.89740526676178,1.0916179582489436,24,43,19,0,36,0,5,2,0,116,75,367,23,"Joey Wiemer",27690,686894
"Jason Heyward","LAD",124,377,15,56,40,2,0.090185676,0.169761273,0.203592815,0.290697674,0.269461077,0.339572192,0.473053892,0.34772834445452244,0.319,120.35667534982817,-1.3155087418854237,8.191998362743417,1.6087515354156494,2.255233543422338,33,52,23,0,34,1,3,3,0,64,90,334,22,"Jason Heyward",4940,518792
"DJ LeMahieu","NYY",136,562,15,55,44,2,0.106761565,0.222419928,0.146881288,0.295264623,0.243460764,0.327402135,0.390342052,0.31456541429672924,0.322,98.78552739030756,-4.4860537545755514,-5.303871666646787,-2.0584046840667725,1.191635325194081,34,81,22,3,60,2,3,2,0,125,121,497,22,"DJ LeMahieu",9874,518934
"Danny Jansen","TOR",86,301,17,38,53,0,0.07641196,0.205980066,0.246268657,0.232804232,0.22761194,0.312292358,0.473880597,0.33629844745000204,0.316,115.19625150542099,-1.0991679388098419,4.381525954484635,4.827045679092407,1.9496805314317496,28,29,15,0,23,1,10,0,0,62,61,268,22,"Danny Jansen",16535,643376
"Brian Anderson","MIL",96,361,9,38,40,1,0.099722991,0.299168975,0.141509434,0.308823529,0.226415094,0.310249307,0.367924528,0.2991326205287944,0.316,85.69716968723056,-1.5012413151562214,-7.897818519643289,-1.374725490808487,0.2990566842087975,30,48,12,3,36,0,4,3,0,108,72,318,22,"Brian Anderson",18289,605119
"Connor Wong","BOS",126,403,9,55,36,8,0.05459057,0.332506203,0.150943396,0.340611353,0.234501347,0.2875,0.385444743,0.2923597490787506,0.274,77.63596878839373,-0.39587714383378625,-11.194980907426295,-0.6775449514389038,0.19704551207067322,27,51,25,2,22,0,6,1,3,134,87,371,22,"Connor Wong",19896,657136
"Brenton Doyle","COL",126,431,10,48,48,22,0.051044083,0.350348027,0.140350877,0.294605809,0.203007518,0.25,0.343358395,0.2573041712569299,0.258,44.85420964801586,3.150976849719882,-26.293788213487097,17.41848862171173,0.5759498265581,25,50,16,5,22,0,4,3,3,151,81,399,22,"Brenton Doyle",25479,686668
"Blake Sabol","SFG",110,344,13,36,44,4,0.069767441,0.340116279,0.158064517,0.329670329,0.23548387,0.30116959,0.393548387,0.3031444037169741,0.28,90.73838284719466,-0.19241734594106674,-4.139386433768959,-3.779677391052246,0.3763969804805755,25,50,10,0,24,0,6,2,2,117,73,310,22,"Blake Sabol",25805,666165
"Brandon Crawford","SFG",94,320,7,31,38,3,0.0875,0.253125,0.120141343,0.24120603,0.194346289,0.272727272,0.314487632,0.2602000898160275,0.294,61.94919440910958,0.04167319415137172,-15.042874484205441,7.848671197891235,0.3673248038151419,36,36,11,1,28,1,4,4,1,81,55,283,21,"Brandon Crawford",5343,543063
"Chris Taylor","LAD",117,384,15,51,56,16,0.106770833,0.325520833,0.183431953,0.326633165,0.23668639,0.325520833,0.420118343,0.32349542594704955,0.312,104.11131027249677,1.5303009059280157,3.4861256469687447,-3.2785651683807373,1.3223527521410747,32,49,15,1,41,2,4,1,0,125,80,338,21,"Chris Taylor",13757,621035
"Tyler O'Neill","STL",72,266,9,27,21,5,0.105263157,0.251879699,0.172268908,0.283950617,0.231092436,0.312030075,0.403361344,0.31269165268517973,0.334,96.63680559527809,-0.2555606458336115,-1.3638472050335526,-1.1655646562576294,0.649440869081957,28,32,14,0,28,0,0,0,0,67,55,238,21,"Tyler O'Neill",15711,641933
"Logan O'Hoppe","LAA",51,199,14,23,29,0,0.070351758,0.24120603,0.263736264,0.239669421,0.236263736,0.296482412,0.5,0.3367482603494845,0.346,112.40474203160171,-1.5935924598015845,1.36423878209499,-5.25231409072876,0.2941962579045449,23,23,6,0,14,0,2,1,0,48,43,182,21,"Logan O'Hoppe",24729,681351
"Elly De La Cruz","CIN",98,427,13,67,44,35,0.081967213,0.337236533,0.175257732,0.336206896,0.234536082,0.300469483,0.409793814,0.3045737095194787,0.303,83.20936490293937,6.624650158919394,-2.2574048045259207,5.9331278800964355,1.8139475424512488,21,56,15,7,35,3,2,1,1,144,91,388,21,"Elly De La Cruz",26668,682829
"Zack Gelof","OAK",69,300,14,40,32,14,0.086666666,0.273333333,0.237037037,0.331428571,0.266666666,0.336666666,0.503703703,0.35695949047305514,0.333,132.1250668047709,2.237363009247929,13.78512628576393,3.0708147287368774,2.7088304412224766,23,37,20,1,26,1,3,1,0,82,72,270,21,"Zack Gelof",29766,680869
"Martín Maldonado","HOU",117,407,15,33,36,0,0.073710073,0.341523341,0.157458564,0.259615384,0.190607734,0.258227848,0.348066298,0.26609674631794794,0.267,66.73402624639228,-1.747588471043855,-17.970441288587725,-4.350804448127747,-0.8311680898734042,36,42,12,0,30,0,3,0,12,139,69,362,20,"Martin Maldonado",6887,455117
"Andrew McCutchen","PIT",112,473,12,55,43,11,0.158562367,0.21141649,0.141025641,0.312056737,0.256410256,0.378435517,0.397435897,0.34528914220252277,0.353,114.41312985558325,-1.5808941540308297,6.8648495490228605,-10.013709306716919,1.2893446539229714,36,69,19,0,75,1,4,4,0,100,100,390,20,"Andrew McCutchen",9847,457705
"Javier Báez","DET",136,547,9,58,59,12,0.043875685,0.228519195,0.103921569,0.274406332,0.221568627,0.267399267,0.325490196,0.2606295612487164,0.279,62.592084044301764,2.2655576351098716,-22.252350776819167,11.227534294128418,0.7750160672944265,30,82,18,4,24,0,9,3,0,125,113,510,20,"Javier Baez",12979,595879
"J.P. Crawford","SEA",145,638,19,94,65,2,0.147335423,0.195924764,0.172284645,0.31377551,0.265917602,0.379527559,0.438202247,0.35902475502212716,0.34,135.95291471861393,-0.10775750037282705,27.37671218253177,-0.33061695098876953,4.88317836957319,28,88,35,0,94,1,5,2,3,125,142,534,20,"J.P. Crawford",15491,641487
"Rowdy Tellez","MIL",106,351,13,26,47,0,0.099715099,0.245014245,0.160771704,0.248847926,0.215434083,0.29059829,0.376205787,0.28828758616160527,0.306,78.42683027198996,-2.1147489729337394,-11.49554158206652,-7.734632790088654,-0.7277906139861218,28,44,9,1,35,2,0,5,0,86,67,311,20,"Rowdy Tellez",15679,642133
"Cedric Mullins","BAL",116,455,15,51,74,19,0.094505494,0.221978021,0.183168317,0.270547945,0.232673267,0.305309734,0.415841584,0.3106494945063031,0.291,98.68784329964069,3.6199097633361816,2.9045414864352517,0.5287327766418457,1.901488003083151,28,53,23,3,43,1,1,4,3,101,94,404,20,"Cedric Mullins",17929,656775
"Tommy Edman","STL",137,528,13,69,47,27,0.066287878,0.159090909,0.150313153,0.274611398,0.248434237,0.306666666,0.39874739,0.30557404299273744,0.312,91.86527269485502,2.827461457811296,-2.493564522215298,8.364584922790527,2.3752195796253655,28,77,25,4,35,1,7,4,3,84,119,479,20,"Tommy Edman",19470,669242
"Joshua Palacios","PIT",91,264,10,26,40,5,0.045454545,0.212121212,0.174089069,0.269230769,0.238866396,0.278625954,0.412955465,0.296609835770294,0.318,81.7792931817639,1.0853841323405504,-4.8738109775534335,-2.200348824262619,0.1894705031537886,27,38,9,2,12,0,2,1,2,56,59,247,20,"Joshua Palacios",19818,641943
"Drew Waters","KCR",98,337,8,40,32,16,0.080118694,0.317507418,0.149006622,0.321052631,0.228476821,0.299703264,0.377483443,0.2958220158557156,0.311,81.35557031988284,1.1577398893423378,-6.370814327232647,2.9104995727539062,0.8097306034555922,24,45,11,5,27,0,5,3,0,107,69,302,20,"Drew Waters",20505,671221
"Gabriel Arias","CLE",122,345,10,36,26,3,0.08115942,0.327536231,0.142857143,0.29015544,0.209523809,0.275362318,0.352380952,0.2756309265675752,0.304,73.04212849824667,0.46919531282037497,-10.674706379205546,4.169744245707989,0.5335392558929131,23,41,15,0,28,0,1,1,0,113,66,315,20,"Gabriel Arias",22563,672356
"Anthony Rizzo","NYY",99,421,12,45,41,0,0.083135391,0.2304038,0.134048257,0.298113207,0.243967828,0.327790973,0.378016085,0.3123796258653913,0.319,97.27050951714668,-3.6124577284790576,-4.9893382575719,-1.61283540725708,0.7842717533201666,33,65,14,0,35,1,12,1,0,97,91,373,19,"Anthony Rizzo",3473,519203
"Josh Donaldson","- - -",51,189,13,18,26,0,0.116402116,0.264550264,0.266666667,0.115384615,0.151515151,0.248677248,0.418181818,0.28444273951192384,0.325,77.03929081335907,-0.5727873253636062,-5.813869691613572,0.0881452145986259,0.07413549786624687,37,7,5,0,22,0,0,2,0,50,25,165,19,"Josh Donaldson",5038,518626
"Kyle Higashioka","NYY",92,260,10,24,34,0,0.053846153,0.284615384,0.17768595,0.291925465,0.23553719,0.274131274,0.41322314,0.2932770095736824,0.309,84.03006744546902,-0.47943660616874695,-5.454619015242964,9.909396171569824,1.3351509466274576,33,34,13,0,14,0,0,3,1,74,57,242,19,"Kyle Higashioka",5517,543309
"Luis Arraez","MIA",147,617,10,71,69,3,0.056726094,0.055105348,0.114982578,0.362101313,0.353658536,0.392857142,0.468641114,0.3689238081867545,0.354,130.22199473472617,-1.3966629314236343,21.70412256668311,-9.356288075447083,3.3227570433070808,26,160,30,3,35,10,4,3,1,34,203,574,19,"Luis Arraez",18568,650333
"Matt Thaiss","LAA",95,307,9,32,31,2,0.117263843,0.270358306,0.125954198,0.2716763,0.213740458,0.319218241,0.339694656,0.29541195276515936,0.331,83.75364117350318,-1.9140434516593814,-7.890269207180495,1.8141765594482422,0.44609195538064533,28,41,6,0,36,1,6,3,0,83,56,262,19,"Matt Thaiss",19318,642136
"Royce Lewis","MIN",58,239,15,36,52,6,0.083682008,0.230125523,0.239631336,0.353741496,0.30875576,0.372384937,0.548387096,0.39268610018566563,0.348,153.6112867987706,-0.3900381368584931,14.9627306928197,0.10562124848365784,2.3215502417025595,24,45,7,0,20,0,2,0,0,55,67,217,19,"Royce Lewis",20437,668904
"Will Benson","CIN",108,329,11,51,31,19,0.121580547,0.313069908,0.222996515,0.390804597,0.275261324,0.364741641,0.498257839,0.3693880598233464,0.321,126.65987964847758,1.7700250139459968,12.636096062446871,-4.6402308344841,1.9125480355685252,25,45,15,8,40,0,1,1,0,103,79,287,19,"Will Benson",21853,666181
"Brett Baty","NYM",108,389,9,41,34,2,0.074550128,0.280205655,0.110481586,0.279661016,0.212464589,0.275324675,0.322946175,0.26559004210806514,0.3,67.1175364416498,-0.5912646050564945,-16.4377300044229,-1.5115768909454346,-0.4712560660425542,23,54,12,0,29,0,2,1,1,109,75,353,19,"Brett Baty",26123,683146
"Zach Neto","LAA",84,329,9,38,34,5,0.060790273,0.234042553,0.152249135,0.27184466,0.224913494,0.307926829,0.377162629,0.3022374329043598,0.312,88.48453106912939,-0.03245180146768689,-4.571973581881505,4.3555275201797485,1.105787802735664,22,39,17,0,20,0,16,3,1,77,65,289,19,"Zach Neto",31347,687263
"Robbie Grossman","TEX",115,420,10,56,49,1,0.135714285,0.233333333,0.155807366,0.292490118,0.237960339,0.34047619,0.393767705,0.3225277374188105,0.306,104.32796710273566,-0.900694954674691,1.2773448864416967,-11.842606544494629,0.3856558587657207,33,50,23,1,57,0,2,8,0,98,84,353,18,"Robbie Grossman",5254,543257
"Travis d'Arnaud","ATL",74,292,11,31,39,0,0.071917808,0.229452054,0.172284644,0.257894736,0.224719101,0.287671232,0.397003745,0.2971823607405571,0.326,83.56450770173622,-1.2580230478197336,-7.203463401792798,4.25908088684082,0.6961939457982202,34,36,13,0,21,0,3,1,0,67,60,267,18,"Travis d'Arnaud",7739,518595
"Donovan Solano","MIN",134,450,5,43,38,0,0.088888888,0.222222222,0.109137056,0.365517241,0.281725888,0.368888888,0.390862944,0.3378125222063808,0.351,115.57720709965879,-2.928955055307597,5.470182346769796,-9.065318822860718,1.1834991405302064,35,79,26,1,40,1,15,1,0,100,111,394,18,"Donovan Solano",8623,456781
"Christian Bethancourt","TBR",104,332,11,49,33,1,0.039156626,0.274096385,0.155555555,0.277777777,0.225396825,0.253776435,0.38095238,0.2713703585175229,0.266,72.88087418977682,-1.260815059300512,-12.048949447992626,5.026046633720398,0.43734492024323346,31,44,16,0,13,0,0,3,1,91,71,315,18,"Christian Bethancourt",10028,542194
"Daniel Vogelbach","NYM",104,319,13,33,48,0,0.131661442,0.253918495,0.170909091,0.281767955,0.232727272,0.338557993,0.403636363,0.3268441391066185,0.324,108.18131371292257,-3.069607556797564,0.16358959070799672,-9.182098388671875,0.18201988818855264,30,43,8,0,42,1,2,0,0,81,64,275,18,"Daniel Vogelbach",14130,596129
"Thairo Estrada","SFG",120,530,14,63,49,23,0.041509433,0.226415094,0.145454546,0.330578512,0.27070707,0.315094339,0.416161616,0.3163067152008893,0.292,99.56218817018184,1.8510860409587622,1.563623129629046,15.335680484771729,3.4817118859731524,27,92,26,2,22,1,11,2,0,120,134,495,18,"Thairo Estrada",16426,642731
"Mauricio Dubón","HOU",132,492,10,76,46,7,0.038617886,0.142276422,0.132762312,0.307692307,0.278372591,0.308943089,0.411134903,0.31056169063095157,0.303,97.5536537993064,0.6469887257553637,-0.7951784225060177,2.4599101543426514,1.8519197938694378,28,91,26,3,19,0,3,3,0,70,130,467,18,"Mauricio Dubon",16530,643289
"Willi Castro","MIN",124,409,9,60,34,33,0.083129584,0.242053789,0.153631285,0.328063241,0.25698324,0.339066339,0.410614525,0.32733484926482137,0.301,108.31490231845902,5.034439074341208,9.109302317199226,1.7001139521598816,2.479392079786199,26,60,18,5,34,1,12,3,2,99,92,358,18,"Willi Castro",17338,650489
"Ramón Urías","BAL",116,396,4,45,42,3,0.068181818,0.255050505,0.111111112,0.35546875,0.263888888,0.328282828,0.375,0.3104307246629638,0.281,98.53620912589554,0.3074020971544087,-0.3871531545508917,-6.193994641304016,0.7007018910795199,29,66,22,3,27,0,8,1,0,101,95,360,18,"Ramon Urias",18795,602104
"Jeremy Peña","HOU",150,634,10,81,52,13,0.067823343,0.203470031,0.117850953,0.323462414,0.263431542,0.323809523,0.381282495,0.3096046154942535,0.31,96.89028404344769,0.6722732214257121,-1.6900676196626199,7.920230150222778,2.793758921065436,25,107,32,3,43,1,9,1,1,129,152,577,18,"Jeremy Pena",21636,665161
"Ha-Seong Kim","SDP",152,626,17,84,60,38,0.119808306,0.198083067,0.137546468,0.305970149,0.260223048,0.351046698,0.397769516,0.3300074593674752,0.313,110.46600054447109,4.1509883613325655,12.267577154898266,8.918595552444458,4.234601597488381,27,100,23,0,75,1,3,5,5,124,140,538,18,"Ha-Seong Kim",27506,673490
"Enrique Hernández","- - -",140,508,11,57,61,4,0.066929133,0.190944881,0.120430108,0.272727272,0.236559139,0.289370078,0.356989247,0.281789268967668,0.272,72.23770640016828,-0.9372991919517517,-17.869892707972266,-10.594093122985214,-1.1044466801433055,31,76,23,0,34,1,3,6,0,97,110,465,17,"Enrique Hernandez",10472,571771
"Mark Canha","- - -",139,507,11,51,62,11,0.096646942,0.15581854,0.137931035,0.293447293,0.262068965,0.355029585,0.4,0.33282351717647357,0.323,110.64134082857414,1.012284497730434,7.696074102589295,-8.191620659083128,1.6691771511005224,34,77,25,1,49,1,17,6,0,79,114,435,17,"Mark Canha",11445,592192
"Kyle Farmer","MIN",120,369,11,49,46,2,0.062330623,0.23306233,0.151785715,0.311203319,0.25595238,0.31707317,0.407738095,0.3156609995578363,0.313,100.22350120154006,-1.3892774349078536,-1.2904588099009013,3.250549793243408,1.4598930544769404,32,59,14,2,23,0,8,2,0,86,86,336,17,"Kyle Farmer",14813,571657
