Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,Age,1B,2B,3B,BB,IBB,HBP,SF,SH,SO,H,AB,Barrels,NameASCII,PlayerId,MLBAMID
"William Contreras","MIL",150,659,17,89,76,6,0.127465857,0.182094081,0.139575972,0.298850574,0.259717314,0.355083459,0.399293286,0.3315742284287023,0.3313699424813647,113.47876548840496,-3.3267247956246138,7.200883984974954,6.501082897186279,3.645210883212104,27,102,28,0,84,4,3,6,0,120,147,566,29,"William Contreras",20503,661388
"Maikel Garcia","KCR",160,666,16,81,74,23,0.093093093,0.126126126,0.16302521,0.308,0.285714285,0.35143288,0.448739495,0.3469151187446502,0.334391168314462,120.50392963812814,1.1118790451437235,17.206616878425937,14.970767736434937,5.637889351189748,25,110,39,5,62,0,1,5,3,84,170,595,29,"Maikel Garcia",22715,672580
"Josh Jung","TEX",131,511,14,53,61,4,0.052837573,0.252446183,0.139004149,0.315634218,0.251037344,0.293542074,0.390041493,0.2979579804694816,0.30394315344142164,91.20131118833264,-1.5773154497146606,-6.876529143270869,5.5570021867752075,1.6648055604008316,27,83,23,1,27,0,2,0,0,129,121,482,29,"Josh Jung",26299,673962
"Spencer Steer","CIN",146,568,21,66,75,7,0.089788732,0.227112676,0.172888016,0.27700831,0.237721021,0.312169312,0.410609037,0.315815327554363,0.2928986245013298,97.04870123388791,-0.4429674353450537,-2.429774601380023,-7.1023783683776855,0.958292920997762,27,77,21,2,51,0,5,2,1,129,121,509,29,"Spencer Steer",26323,668715
"Colt Keith","DET",137,468,13,65,45,1,0.102564102,0.217948717,0.157004831,0.306930693,0.256038647,0.333333333,0.413043478,0.3255416244204601,0.3413430648901733,108.54647239341597,3.180404182523489,7.894575075584079,-7.993786334991455,1.6382074329011271,23,69,22,2,48,1,2,4,0,102,106,414,29,"Colt Keith",27899,690993
"Xander Bogaerts","SDP",136,552,11,63,53,20,0.086956521,0.170289855,0.128309572,0.299492385,0.262729124,0.328493647,0.391038696,0.3131875612222365,0.3271935699182913,103.86734386363368,1.6910953242331743,4.221244178568328,8.975332736968994,3.2292601955336298,32,88,30,0,48,3,4,8,1,94,129,491,28,"Xander Bogaerts",12161,593428
"Carson Kelly","CHC",111,421,17,48,50,2,0.106888361,0.190023752,0.178861788,0.27173913,0.249322493,0.332541567,0.428184281,0.33160556651067846,0.32127713817315545,114.53788312329624,-3.224388172850013,4.029610547829371,7.891676902770996,2.6528397964489034,30,61,13,1,45,0,3,4,0,80,92,369,28,"Carson Kelly",13620,608348
"Trea Turner","PHI",141,639,15,94,69,36,0.067292644,0.167449139,0.152801358,0.34968017,0.303904923,0.355242566,0.456706281,0.35156535943473766,0.32088068660150126,124.8082278067238,7.968413600698113,26.756857189536543,17.244722366333008,6.677157655539533,32,126,31,7,43,1,5,2,0,107,179,589,28,"Trea Turner",16252,607208
"Ryan O'Hearn","- - -",144,544,17,67,63,3,0.106617647,0.200367647,0.156118143,0.329545454,0.280590717,0.365808823,0.43670886,0.34921390215555825,0.34291223433824275,127.26868770556393,-0.6139756217598915,16.883945760791413,-5.9793254137039185,3.010126546567392,31,94,21,1,58,4,8,4,0,109,133,474,28,"Ryan O'Hearn",16442,656811
"Ty France","- - -",138,490,7,50,52,1,0.044897959,0.169387755,0.103603604,0.299719887,0.256756756,0.320408163,0.36036036,0.3018532001655282,0.32774333484837265,92.00466011942655,-2.874783866107464,-7.492269842643697,-0.6735970973968506,0.8903745180241609,30,82,25,0,22,1,21,3,0,83,114,444,28,"Ty France",17982,664034
"Ryan Mountcastle","BAL",89,357,7,34,35,3,0.042016806,0.274509803,0.117469879,0.326180257,0.25,0.285714285,0.367469879,0.28357769912030517,0.3134901711110319,81.33424534261013,-1.0184898730367422,-8.872407538340683,-7.0553169548511505,-0.37220426358838343,28,58,18,0,15,0,4,6,0,98,83,332,28,"Ryan Mountcastle",18373,663624
"Daulton Varsho","TOR",71,271,20,43,55,2,0.062730627,0.284132841,0.310483871,0.25,0.237903225,0.284132841,0.548387096,0.34502069530663665,0.32661689475730615,122.81931578249532,0.24610027857124805,7.534706443829447,4.695890188217163,2.2058409928149514,28,24,13,2,17,1,1,5,0,77,59,248,28,"Daulton Varsho",19918,662139
"Luis Robert Jr.","CHW",110,431,14,52,53,33,0.092807424,0.259860788,0.141361256,0.274131274,0.222513089,0.297423887,0.363874345,0.289241316745866,0.32141453168968454,83.53411999668151,1.7499678023159504,-6.614432155134573,4.261693120002747,1.2773244383499704,27,59,12,0,40,3,2,3,1,112,85,382,28,"Luis Robert Jr.",20043,673357
"Trevor Larnach","MIN",142,567,17,62,60,4,0.093474426,0.215167548,0.153081511,0.294594594,0.250497017,0.323321554,0.403578528,0.3165665356614066,0.31510089306121175,101.85669871858447,-2.036548549309373,-0.795762015571613,-16.58446502685547,0.21883436222328,28,84,24,1,53,2,4,6,0,122,126,503,28,"Trevor Larnach",21501,663616
"Jordan Westburg","BAL",85,352,17,59,41,1,0.048295454,0.227272727,0.192073171,0.301724137,0.265243902,0.3125,0.457317073,0.3320749026130546,0.3283083445665843,114.74215389000975,-1.3355221413075924,4.780600406577115,1.530033528804779,1.8854474501639034,26,59,10,1,17,0,6,1,0,80,87,328,28,"Jordan Westburg",27815,676059
"Colton Cowser","BAL",92,360,16,36,40,14,0.075,0.355555555,0.189602446,0.262295081,0.195718654,0.269444444,0.3853211,0.28534670427317077,0.29331806118927856,82.55284678992138,2.0064978934824467,-5.396364052502705,-0.51789391040802,0.6628650764055337,25,34,14,0,27,1,6,0,0,128,64,327,28,"Colton Cowser",29591,681297
"Tyler Stephenson","CIN",88,342,13,40,50,0,0.108187134,0.339181286,0.190635452,0.32183908,0.23076923,0.315789473,0.421404682,0.3193265329008578,0.31095224865794885,99.45398981694092,-1.029215008020401,-1.2505352081106123,0.8330473899841309,1.121501617018954,28,38,18,0,37,1,2,4,0,116,69,299,27,"Tyler Stephenson",17988,663886
"Nathaniel Lowe","- - -",153,609,18,64,84,1,0.101806239,0.261083743,0.153703704,0.285326086,0.227777777,0.307060755,0.381481481,0.30125996004022915,0.3033896250440585,91.28891612582942,-4.186243586242199,-10.484636687512717,-13.310830295085907,-0.34741175580000216,29,79,23,3,62,2,2,5,0,159,123,540,27,"Nathaniel Lowe",19566,663993
"Carlos Narváez","BOS",118,446,15,51,50,1,0.085201793,0.248878923,0.178660049,0.29390681,0.240694789,0.306306306,0.419354838,0.31507636646966675,0.2934142791473114,97.39202848611909,-2.0750574357807636,-3.445971642362817,14.15244460105896,2.666277245573934,26,55,27,0,38,0,1,2,2,111,97,403,27,"Carlos Narvaez",19722,665966
"Dominic Canzone","SEA",82,268,11,30,32,3,0.074626865,0.220149253,0.181069959,0.354285714,0.300411522,0.358208955,0.481481481,0.36261874125964605,0.3761265882805212,140.86973783480403,-1.2613205276429653,11.64817349456001,-6.41392970085144,1.479460142101381,27,51,11,0,20,0,3,2,0,59,73,243,27,"Dominic Canzone",26438,686527
"Matt McLain","CIN",147,577,15,73,50,18,0.095320623,0.289428076,0.123529411,0.292168674,0.219607843,0.299651567,0.343137254,0.28649665659313,0.2909849197039076,76.96446873414527,3.403116500005126,-12.350064091943633,6.823517918586731,1.3987538847587808,25,79,18,0,55,0,5,4,3,167,112,510,27,"Matt McLain",29695,680574
"Roman Anthony","BOS",71,303,8,48,32,4,0.132013201,0.277227722,0.171206226,0.403614457,0.291828793,0.396039603,0.463035019,0.3763852876798548,0.37200824156502227,139.6254499087771,1.1818590555340052,15.332933302769035,0.8611650466918945,2.7240650593469713,21,48,18,1,40,0,5,1,0,84,75,257,27,"Roman Anthony",31812,701350
"Marcus Semien","TEX",127,534,15,62,62,11,0.093632958,0.174157303,0.134042553,0.250673854,0.229787234,0.305243445,0.363829787,0.29480341478679956,0.31786075899793326,89.02824894465994,2.902673250064254,-4.002741640784268,6.378876447677612,2.1239270556256593,34,76,16,1,50,0,5,9,0,93,108,470,26,"Marcus Semien",12533,543760
"Royce Lewis","MIN",106,403,13,36,52,12,0.062034739,0.198511166,0.151595745,0.266666666,0.236702127,0.282878411,0.388297872,0.2915320652294396,0.2968748106849992,84.61138891739624,1.0785677377134562,-6.230753427648103,2.0046194791793823,0.987032984955503,26,58,18,0,25,0,0,2,0,80,89,376,26,"Royce Lewis",20437,668904
"Will Benson","CIN",90,253,12,31,41,2,0.063241106,0.264822134,0.208695652,0.25477707,0.226086956,0.272727272,0.434782608,0.2984120226095593,0.34217967684306794,85.1268776547246,-0.7708505801856518,-5.2306659241829685,-3.1306662559509277,0.005778472063113771,27,30,8,2,16,1,1,6,0,67,52,230,26,"Will Benson",21853,666181
"Bo Naylor","CLE",123,414,14,46,47,1,0.108695652,0.239130434,0.183844011,0.222222222,0.194986072,0.282238442,0.378830083,0.28858633473551765,0.2922178022472818,84.52468223941526,-0.5511302072554827,-8.10226966870844,8.177572965621948,1.465867303757738,25,33,22,1,45,0,1,6,3,99,70,359,26,"Bo Naylor",21865,666310
"Eric Wagaman","MIA",140,514,9,56,53,4,0.062256809,0.194552529,0.12815126,0.295698924,0.25,0.295719844,0.37815126,0.29319762302279934,0.31534955654925073,85.09391400354646,-1.6351344585418701,-10.715868313063723,-10.088841557502747,-0.37885427839257824,27,79,28,3,32,0,1,5,0,100,119,476,26,"Eric Wagaman",23395,676572
"Jordan Walker","STL",111,396,6,40,41,10,0.073232323,0.318181818,0.09090909,0.310344827,0.214876033,0.277777777,0.305785123,0.26023274841187877,0.27753941016861156,66.00093088909124,-0.4092432837933302,-16.366433351268128,-9.022756576538086,-1.2495924702582761,23,58,13,1,29,1,3,1,0,126,78,363,26,"Jordan Walker",27475,691023
"Randal Grichuk","- - -",113,293,9,35,27,0,0.058020477,0.208191126,0.172794118,0.258536585,0.227941176,0.273037542,0.400735294,0.28850472116307035,0.32640477402569495,81.52831587934055,0.3893847372382879,-5.994909547052106,-8.012940287590027,-0.42337613533698526,33,34,18,1,17,1,1,3,0,61,62,272,25,"Randal Grichuk",10243,545341
"Ozzie Albies","ATL",157,667,16,74,74,14,0.08245877,0.140929535,0.12437811,0.259036144,0.240464344,0.305847076,0.364842454,0.2945410410264381,0.2992760072271508,86.88430580194277,2.172348218038678,-8.19604171955261,-0.9480538368225098,1.335005900890279,28,104,23,2,55,2,4,5,0,94,145,603,25,"Ozzie Albies",16556,645277
"Yoán Moncada","LAA",84,289,12,39,35,0,0.110726643,0.25951557,0.213709678,0.282208588,0.233870967,0.335640138,0.447580645,0.33937309578888947,0.32538692461073604,117.14707793360716,-0.2597967442125082,5.580844613057434,-8.768891453742981,0.691719188302515,30,31,13,2,32,1,7,2,0,75,58,248,25,"Yoan Moncada",17232,660162
"Sean Murphy","ATL",94,337,16,34,45,0,0.103857566,0.3115727,0.209621993,0.242774566,0.199312714,0.299703264,0.408934707,0.3087859581268969,0.3140072165848966,96.64253213367084,-0.8621041793376207,-2.203126391697718,10.671981692314148,2.013665029435565,30,29,13,0,35,1,8,3,0,105,58,291,25,"Sean Murphy",19352,669221
"Christopher Morel","TBR",105,305,11,37,33,7,0.081967213,0.357377049,0.176258993,0.316455696,0.21942446,0.28852459,0.395683453,0.29893657477175606,0.3041951414014472,89.58779217046265,0.9367518965154886,-2.8062085893255646,-8.765019416809082,-0.10963103962314302,26,34,16,0,25,0,2,0,0,109,61,278,25,"Christopher Morel",21897,666624
"Alek Thomas","ARI",143,469,9,51,38,7,0.044776119,0.260127931,0.120092379,0.323529411,0.249422632,0.289416846,0.369515011,0.2871582959949584,0.28912240977918247,81.31357924365041,2.0241672825068235,-8.362905433979662,-2.7256460189819336,0.4620440280999071,25,77,19,3,21,0,5,4,6,122,108,433,25,"Alek Thomas",23792,677950
"Ezequiel Tovar","COL",95,390,9,44,33,5,0.053846153,0.251282051,0.147222223,0.321568627,0.252777777,0.294270833,0.4,0.3005124718571703,0.3199640843256606,77.79293465004093,-0.31606463715434074,-10.580852616647498,5.735106348991394,0.8318340740045655,23,60,18,4,21,0,1,2,6,98,91,360,25,"Ezequiel Tovar",24064,678662
"Colson Montgomery","CHW",71,284,21,43,55,0,0.088028169,0.292253521,0.290196078,0.263157894,0.239215686,0.310954063,0.529411764,0.35514040111649964,0.34103837249972296,128.92953304025298,-0.35737914126366377,9.326120449560237,7.048980474472046,2.67566337139807,23,30,9,1,25,1,2,1,0,83,61,255,25,"Colson Montgomery",29712,695657
"Jorge Soler","LAA",82,315,12,31,34,0,0.088888888,0.298412698,0.172043011,0.272727272,0.215053763,0.29299363,0.387096774,0.2977366257625021,0.2944012052693944,88.46527191800769,-0.5879789218306541,-4.870411060122014,-9.199084997177124,-0.33001380210433284,33,36,12,0,28,0,4,3,0,94,60,279,24,"Jorge Soler",14221,624585
"Alex Bregman","BOS",114,495,18,64,62,1,0.103030303,0.141414141,0.189376443,0.288184438,0.272517321,0.359595959,0.461893764,0.3555938498518331,0.3371211106215066,125.30300647899588,-1.98259830288589,12.77956143741962,4.6430888175964355,3.5260107246715595,31,72,28,0,51,3,9,2,0,70,118,433,24,"Alex Bregman",17678,608324
"Alec Bohm","PHI",120,504,11,53,59,2,0.057539682,0.162698412,0.122844827,0.323607427,0.286637931,0.331349206,0.409482758,0.32239461855755913,0.32367229081719995,104.82533217200427,-2.8145197350531816,0.06786505502531659,0.17572608590126038,1.7406089315072215,28,101,18,3,29,0,5,6,0,82,133,464,24,"Alec Bohm",21618,664761
"Spencer Horwitz","PIT",108,411,11,55,51,0,0.107055961,0.177615571,0.162087913,0.313167259,0.271978021,0.352798053,0.434065934,0.3435342260977117,0.32605552673339844,119.03362238535505,-0.35690965689718723,8.914749901350211,-5.726107716560364,1.7253394993952873,27,62,26,0,44,1,2,1,0,73,99,364,24,"Spencer Horwitz",26477,687462
"Brooks Baldwin","CHW",103,328,11,32,38,5,0.06402439,0.262195121,0.166666666,0.297560975,0.24,0.290123456,0.406666666,0.30162467540782173,0.3066080352406443,92.06455234934523,1.5400218423455954,-1.527713216309686,-11.445091724395752,-0.17202085415648455,24,45,15,1,21,0,1,2,4,86,72,300,24,"Brooks Baldwin",31394,681460
"Brandon Marsh","PHI",133,425,11,59,43,7,0.089411764,0.258823529,0.16358839,0.362595419,0.279683377,0.342042755,0.443271767,0.33920695114703403,0.3296586357608331,116.34232068203916,2.616834031417966,10.84867296177675,-1.3114975690841675,2.4225318558210156,27,68,25,2,38,1,0,4,3,110,106,379,23,"Brandon Marsh",20202,669016
"Jonathan India","KCR",136,567,9,63,45,0,0.095238095,0.186948853,0.112676056,0.278645833,0.233400402,0.323321554,0.346076458,0.30070688372787235,0.31417394868025544,88.67280581244086,-2.596414315397851,-10.166102317160028,-11.815768957138062,-0.25197143138507366,28,78,29,0,54,0,13,2,1,106,116,497,23,"Jonathan India",21523,663697
"Wenceel Pérez","DET",100,383,13,47,43,8,0.080939947,0.227154046,0.186046512,0.285140562,0.244186046,0.308093994,0.430232558,0.31809386105201265,0.30950969566564335,103.41598693082712,1.6308338716626167,3.172845146840597,0.26046204566955566,1.7002470211135192,25,50,17,4,31,0,3,5,0,87,84,344,23,"Wenceel Perez",22857,672761
"Noelvi Marte","CIN",90,360,14,45,51,10,0.044444444,0.236111111,0.185840708,0.309917355,0.262536873,0.3,0.448377581,0.3211678052941958,0.3043151812606983,100.71532062187597,1.181061452254653,1.486270533801298,-3.121603846549988,1.0581753000072622,23,56,17,2,16,0,3,2,0,85,89,339,23,"Noelvi Marte",26517,682622
"Brooks Lee","MIN",139,527,16,50,64,3,0.058823529,0.174573055,0.133470226,0.2578125,0.23613963,0.284629981,0.369609856,0.28562926838927294,0.28878561233433653,80.54517307796851,-2.9402020908892155,-15.024197777187913,0.10347414016723633,0.3295870428275089,24,83,15,1,31,0,4,5,0,92,115,487,23,"Brooks Lee",31595,686797
"Victor Caratini","HOU",114,386,12,35,46,1,0.059585492,0.168393782,0.145348837,0.282051282,0.25872093,0.323834196,0.404069767,0.3182932254255127,0.3291435142616173,104.37942290403828,-2.1337140146642923,-0.14131295108183806,-4.8596093356609344,0.8478861899829451,31,63,14,0,23,0,13,6,0,65,89,344,22,"Victor Caratini",14968,605170
"J.P. Crawford","SEA",157,654,12,69,58,8,0.113149847,0.186544342,0.105263158,0.318077803,0.26491228,0.351851851,0.370175438,0.3224378884115027,0.32835642496744794,113.19065201889754,-2.2484702337533236,7.919086083357133,-2.996769905090332,2.80708916882023,30,115,24,0,74,1,3,1,6,122,151,570,22,"J.P. Crawford",15491,641487
"Tyler O'Neill","BAL",54,209,9,22,26,4,0.105263157,0.244019138,0.193370166,0.217741935,0.198895027,0.291866028,0.392265193,0.29696572801241505,0.3603316086989183,90.55675741847487,-0.9521550312638283,-3.278317300507129,-7.255221605300903,-0.3415871733296064,30,20,6,1,22,1,3,3,0,51,36,181,22,"Tyler O'Neill",15711,641933
"Luis Torrens","NYM",93,283,5,20,29,1,0.067137809,0.197879858,0.118773947,0.27,0.226053639,0.283687943,0.344827586,0.2776417647693174,0.3381978028209497,79.07973369331869,-0.8476877734065056,-7.8646291777345265,13.944984197616577,1.5854680045299245,29,39,14,1,19,0,2,0,1,56,59,261,22,"Luis Torrens",15905,620443
"Ramón Urías","- - -",112,391,11,33,44,3,0.069053708,0.225063938,0.142045455,0.281368821,0.241477272,0.291560102,0.383522727,0.2918309205023529,0.2900964505296653,86.79509479905066,-1.6610409058630466,-7.74637770883027,4.919040471315384,1.0878818047629508,31,57,17,0,27,0,2,10,0,88,85,352,22,"Ramon Urias",18795,602104
"Zach McKinstry","DET",144,511,12,68,49,19,0.090019569,0.217221135,0.17920354,0.314371257,0.258849557,0.333333333,0.438053097,0.33299771683155205,0.30505365098155085,113.6826954217801,4.389419307932258,12.63013886238547,0.7295920997858047,3.1666773535554453,30,71,23,11,46,1,7,5,1,111,117,452,21,"Zach McKinstry",19392,656716
"Nolan Jones","CLE",136,403,5,34,34,8,0.096774193,0.280397022,0.092957747,0.291666666,0.211267605,0.2960199,0.304225352,0.2703761297865699,0.3004175310757891,71.98035354106455,-1.1485138069838285,-14.457355898637479,-3.7501004338264465,-0.443431268473904,27,54,14,2,39,1,5,3,1,113,75,355,21,"Nolan Jones",20529,666134
"Francisco Alvarez","NYM",76,277,11,32,32,0,0.097472924,0.263537906,0.191056911,0.320987654,0.25609756,0.33935018,0.447154471,0.3429317134382062,0.32647201042313007,123.80544826258107,-1.0081811733543873,6.807203135361934,1.7376070022583008,1.8171877658575368,23,39,12,1,27,0,4,0,0,73,63,246,21,"Francisco Alvarez",26121,682626
"Bryson Stott","PHI",147,560,13,66,66,24,0.096428571,0.1625,0.134268537,0.288220551,0.256513026,0.327956989,0.390781563,0.3152057655837848,0.31270359662533664,99.90073669076088,3.8470587730407715,3.781176134737376,7.5562779903411865,3.06628178670254,27,90,22,3,54,1,1,4,2,91,128,499,21,"Bryson Stott",26294,681082
"Casey Schmitt","SFG",95,348,12,34,40,0,0.077586206,0.238505747,0.163461538,0.281818181,0.237179487,0.305475504,0.400641025,0.30719878942291173,0.32796138697276916,98.41955301869663,-1.2825632728636265,-1.9344218450201607,-2.5734140570275486,0.7234326575146701,26,47,15,0,27,1,5,3,1,83,74,312,21,"Casey Schmitt",27577,669477
"Connor Norby","MIA",88,337,8,42,34,8,0.053412462,0.267062314,0.138263666,0.324074074,0.250803858,0.299703264,0.389067524,0.30002827548839217,0.3069272495451428,89.7731306169225,-0.038765812292695045,-4.123528363008317,-1.7142849564552307,0.5499137844094387,25,52,17,1,18,0,5,3,0,90,78,311,21,"Connor Norby",29592,681393
"Henry Davis","PIT",87,283,7,25,22,2,0.06360424,0.268551236,0.111111111,0.203488372,0.166666666,0.233812949,0.277777777,0.22946353760554636,0.2934684753417969,40.89153224383042,-0.6205925736576319,-20.446375317742106,10.070999085903168,-0.09815924281644461,25,28,7,0,18,0,5,3,3,76,42,252,21,"Henry Davis",29617,680779
"Matt Shaw","CHC",126,437,13,57,44,17,0.086956521,0.215102974,0.167938931,0.262068965,0.226463104,0.295194508,0.394402035,0.3000826541018977,0.3016914227686891,92.9436743433649,1.8116977587342262,-1.843023491864499,1.5740815550088882,1.4600930101383467,23,52,21,3,38,0,2,4,0,94,89,393,21,"Matt Shaw",33322,807713
"Dylan Crews","WSN",85,322,10,43,27,17,0.074534161,0.236024844,0.14334471,0.246376811,0.208191126,0.279503105,0.351535836,0.2793295931371843,0.3065122167892217,76.95498603049687,1.61607089266181,-7.178751088594186,-1.6262754201889038,0.19526864255171683,23,41,8,2,24,0,5,0,0,76,61,293,21,"Dylan Crews",33541,686611
"Cam Smith","HOU",134,493,9,55,51,8,0.087221095,0.277890466,0.122448979,0.319865319,0.235827664,0.312373225,0.358276643,0.2978117181853397,0.3043791981788001,90.27047905751526,1.7521022278815508,-3.9013138717999283,-2.9503543376922607,1.03539989245069,22,71,21,3,43,0,7,2,0,137,104,441,21,"Cam Smith",35108,701358
"Tommy Pham","PIT",120,449,10,44,52,5,0.111358574,0.20935412,0.125,0.293515358,0.244897959,0.32962138,0.369897959,0.30759944656504645,0.3182323215244053,94.41714273948875,-4.179913898929954,-7.150875720744613,-5.696967124938965,0.21396370344491034,37,68,17,1,50,3,2,5,0,94,96,392,20,"Tommy Pham",2967,502054
"Kyle Higashioka","TEX",94,327,11,33,47,3,0.061162079,0.220183486,0.161716172,0.279279279,0.240924092,0.290519877,0.402640264,0.3005201559547984,0.29341778094951926,92.96629799439975,-1.300318917259574,-4.0111614577669314,2.2978720664978027,0.9764463647617441,35,47,14,1,20,0,2,2,0,72,73,303,20,"Kyle Higashioka",5517,543309
"Michael A. Taylor","CHW",134,325,9,33,35,8,0.07076923,0.338461538,0.166101694,0.280898876,0.2,0.258566978,0.366101694,0.2702629521489143,0.2709596448557504,70.4606348641015,-0.32235031574964523,-11.637416354511803,-0.21587693691253662,-0.06804719931155281,34,29,20,1,23,1,1,2,4,110,59,295,20,"Michael A. Taylor",11489,572191
"Rhys Hoskins","MIL",90,328,12,30,43,2,0.115853658,0.277439024,0.17921147,0.296703296,0.236559139,0.332317073,0.415770609,0.32435598439234165,0.31374679752654094,108.53403618407047,-1.086141999810934,2.2314465954991274,-4.543456554412842,0.8800103338465756,32,41,12,1,38,2,5,6,0,91,66,279,20,"Rhys Hoskins",16472,656555
"Cedric Mullins","- - -",133,498,17,58,59,22,0.100401606,0.240963855,0.174712643,0.253289473,0.216091954,0.298989898,0.390804597,0.3015061449522924,0.2839013690407942,94.13674240960768,3.0275740679353476,-0.44611415938445287,-3.438987407833338,1.339654513550908,30,53,23,1,50,0,4,6,3,120,94,435,20,"Cedric Mullins",17929,656775
"Jake Cronenworth","SDP",135,515,11,61,59,3,0.133980582,0.20776699,0.131264916,0.298701298,0.245823389,0.366666666,0.377088305,0.3330861906171548,0.3191045025202233,117.49854494100151,-0.5982491038739681,10.082540792042499,1.3281429558992386,2.9205877981033024,31,71,20,1,69,1,15,7,4,107,103,419,20,"Jake Cronenworth",18036,630105
"Luis Rengifo","LAA",147,541,9,55,43,10,0.060998151,0.192236598,0.097804391,0.281329923,0.23752495,0.287037037,0.335329341,0.2748252503297947,0.3019702727023554,72.68248280800341,-0.5201632548123598,-17.938675775011262,-0.48172175884246826,0.020836459731711193,28,91,16,3,33,0,3,3,1,104,119,501,20,"Luis Rengifo",19858,650859
"Joey Bart","PIT",93,332,4,21,30,1,0.120481927,0.280120481,0.09122807,0.356382978,0.249122807,0.355421686,0.340350877,0.3166347312999059,0.3181113277573183,100.60660335849975,-2.040265968069434,-1.8015743876841652,3.599427342414856,1.3141173036497977,28,54,12,1,40,0,7,0,0,93,71,285,20,"Joey Bart",21524,663698
"Nolan Gorman","STL",111,402,14,48,46,1,0.116915422,0.338308457,0.165242165,0.282926829,0.205128205,0.2960199,0.37037037,0.29173873841762543,0.2955635854773653,87.58354727871811,-2.1060700714588165,-8.021928849112225,-7.142269492149353,-0.18302302776543805,25,43,14,1,47,2,0,4,0,136,72,351,20,"Nolan Gorman",22263,669357
"Ryan Jeffers","MIN",119,464,9,47,47,1,0.10775862,0.196120689,0.130541872,0.32247557,0.266009852,0.355603448,0.396551724,0.3331341904388906,0.32330441682235056,113.2695360739141,-2.275816498324275,4.981002565711659,-0.7712520360946655,2.064979619944232,28,73,26,0,50,1,7,1,0,91,108,406,20,"Ryan Jeffers",24618,680777
"Heriberto Hernández","MIA",87,294,10,40,45,1,0.105442176,0.261904761,0.171875,0.335260115,0.265625,0.346938775,0.4375,0.34113205148249254,0.3338821358876686,117.93053907429874,-1.796443285420537,4.451468409976082,-2.00362229347229,1.2512624224609872,25,45,12,1,31,0,3,4,0,77,68,256,20,"Heriberto Hernandez",24878,681715
"Adley Rutschman","BAL",90,365,9,37,29,0,0.109589041,0.156164383,0.145962733,0.240310077,0.220496894,0.306849315,0.366459627,0.29792877729624917,0.3252493662376926,91.22016602936061,-1.412339037284255,-5.189380415692078,3.9541190937161446,1.1591956517588677,27,44,16,2,40,0,1,2,0,57,71,322,20,"Adley Rutschman",26288,668939
"Josh Smith","TEX",144,563,10,70,35,12,0.097690941,0.177619893,0.115151515,0.295336787,0.25050505,0.334525939,0.365656565,0.31112834688148977,0.31045971328406025,100.27388372736357,1.8783867172896862,2.0601253261557786,-4.196356534957886,1.76439738186608,27,89,23,2,55,2,8,1,3,100,124,495,20,"Josh Smith",26396,669701
"Jurickson Profar","ATL",80,371,14,56,43,9,0.129380053,0.159029649,0.188679246,0.261224489,0.245283018,0.35309973,0.433962264,0.34613171484913785,0.3250865260651716,122.22557653155958,-0.00460553914308548,9.76824261085231,-9.861022472381592,1.2534433617185659,32,47,16,1,48,0,5,0,0,59,78,318,19,"Jurickson Profar",10815,595777
"Joc Pederson","TEX",96,306,9,28,26,2,0.111111111,0.2124183,0.147169811,0.203125,0.181132075,0.285245901,0.328301886,0.27629436801691526,0.3148939932140187,76.2780592995955,-0.8134675417095423,-9.36894432833639,-8.796063750982285,-0.7807351285432808,33,28,10,1,34,0,5,1,0,65,48,265,19,"Joc Pederson",11899,592626
"Jonah Heim","TEX",124,433,11,38,43,3,0.073903002,0.203233256,0.118987342,0.243333333,0.212658227,0.270833333,0.331645569,0.2658568871793924,0.2762692592762135,69.08806935847792,-3.223802350461483,-18.999428343217286,-0.6371832489967346,-0.48398776366426177,30,59,14,0,32,0,1,4,1,88,84,395,19,"Jonah Heim",16930,641680
"Willi Castro","- - -",120,454,11,58,33,10,0.088105726,0.244493392,0.139303482,0.285714285,0.226368159,0.313465783,0.365671641,0.3015598256503586,0.3063585990298111,92.25830125485467,0.6045898757874966,-3.5811295746006895,-6.530663728713989,0.5515059494808205,28,60,17,3,40,1,11,0,1,111,91,402,19,"Willi Castro",17338,650489
"Ke'Bryan Hayes","- - -",152,570,5,50,49,12,0.063157894,0.194736842,0.070208729,0.288834951,0.235294117,0.289982425,0.305502846,0.26588957431450694,0.2823192644034265,64.87872475695353,-0.8890389874577522,-24.61584819781917,19.23918867111206,1.3902601852177052,28,100,16,3,36,1,5,1,1,111,124,527,19,"Ke'Bryan Hayes",18577,663647
"Yordan Alvarez","HOU",48,199,6,17,27,1,0.140703517,0.165829145,0.157575758,0.295454545,0.272727272,0.36683417,0.43030303,0.3376218264864892,0.3928899863331588,117.69417282958428,-0.4959741123020649,3.6541006096300963,-5.1770840883255005,0.5450840877286004,28,31,8,0,28,5,0,6,0,33,45,165,19,"Yordan Alvarez",19556,670541
"Isaac Paredes","HOU",102,438,20,53,53,0,0.114155251,0.173515981,0.203703704,0.267605633,0.253968253,0.351598173,0.457671957,0.35253073935095036,0.3197501296297126,127.96436495708564,-3.032054502516985,11.40410416522397,-2.7311011999845505,2.4300507571637673,26,60,15,1,50,0,8,2,0,76,96,378,19,"Isaac Paredes",20036,670623
